BusinessName,PostCode,RatingValue
101 Thai Kitchen,W6 0RX,3
110 The Wingstar,W6 9NJ,5
2020 Mezza & Grill,W6 9PL,5
21 Grams,SW6 4SG,5
222 Vegan Restaurant,W14 9NU,4
35nine,SW6 6TB,AwaitingInspection
48A BREAD STREET,,5
Abu Zaad Restaurant,W12 8LH,5
Abugida Restaurant,SW6 1NZ,4
Acacia,SW6 1NN,4
Acai Avo Entrecote Baguette Time Salad Time Couscous Time,,AwaitingInspection
Acropolis,W6 7PH,4
Acton Vale Working Mens Club,W12 9DS,5
Adventure Cafe,W12 7QG,5
Afrikan Caribbean Combined,,4
Al Forno,W12 8PY,4
Al Rostomia,W12 8DH,3
Al Santo,SW6 1AX,5
Alborz,W14 8XJ,4
Algerian Fast Food,SW6 1NJ,5
All Saints Church Homeless Meals,SW6 3LA,5
All Star Lanes,W12 7HB,5
Alma Cafe,W6 0DA,5
AlManzel,W12 7LJ,3
Ameera London,SW6 1HL,5
Amigo Shop,W12 0HS,5
Amigo/Costa Coffee,W6 8RF,5
Amigos,W12 8AA,4
Amigos Burgers And Shakes,SW6 1NB,5
Amuse Bouche,SW6 4JA,5
Andover Arms,W6 0DL,5
Andrew Robson Bridge Club,SW6 4HH,5
Angelos Coffe,W12 7JD,4
Anglesea Arms,W6 0UR,5
Anima,SW6 4SW,4
Another Brother,W6 7PD,5
Antipode,W6 9PH,5
Anu'z Chats & Cafe,W6 0SP,3
Aperipasta,W14 9JL,5
Appetite,W6 9JT,5
Aragon House,SW6 4XG,3
Archies Food,SW6 2LR,4
Armydan,W14 0QL,5
Aroma W12,W12 8PH,5
Artisan,W6 0RX,4
Askew Cafe,W12 9AS,5
Astra,SW6 2UF,AwaitingInspection
Auntie Anne's,W6 9YD,5
Ayam Zaman,W12 7JA,4
Ayam Zaman Kitchen,W12 7JA,5
Azou,W6 9NJ,4
Azur,SW6 5HE,4
Azure Support Services At QPR Stadium,W12 7PA,5
Baba G Lebanese Grill,W6 0ED,5
Baba Salam Cafe,W12 8NR,3
Babas Grill,W12 0BJ,AwaitingInspection
BabasKitchen,W12 0BJ,AwaitingInspection
Bagel & Shake Fulham,SW6 7SX,5
Bagel Bite,W12 8PH,4
Baileys,SW6 7DU,3
Balans,W12 7GA,4
Band Of Burgers,SW6 7SR,5
Bangers London Ltd,W12 7LJ,AwaitingInspection
Banh Banh Vietnamese Kitchen,W10 6AU,5
Bar + Block Steak House Hammersmith,W6 7AN,5
Barino,W12 7HT,5
Bartlett Mitchell Ltd At L'Oreal,W6 8PL,AwaitingInspection
Base Face Pizza,W6 0RR,5
Basilico Ltd,SW6 5SA,3
BaxterStorey,W6 7NL,5
Baxterstorey,W6 7BY,5
Baxterstorey At The Ark,W6 8BJ,5
Baxterstorey Ltd,W12 7TS,5
Be At One,W6 7AL,5
Beaconsfield,W14 0HA,5
Bears At The Pavilion,W6 7BL,5
Beck's Cafe,NW10 6RT,4
Becky Blooms,SW6 1BE,5
"Beijing Noodles, Burrito & Tequila, HiroSushiMaki",SW6 2UA,4
Bella Boo's,W6 9ER,4
Bella Cafe,SW6 1NJ,4
Bellillo,SW6 6BW,3
Belushi's,W12 8PH,5
Belushi's And St Christopher's,W6 7AB,5
Ben's Cookies,W12 7GA,5
Benugo,W12 0BZ,5
Bertotti,W12 8HD,5
Best Mangal 1996,W14 9EP,5
Best Western Seraphine Hotel,W6 0QW,5
Betty Blythe,W14 0HP,5
Bikesoup,W12 7HB,5
Bill's Restaurants,W12 7GB,5
Bill's Restaurants,W6 7AP,5
Bindas Eatery,W12 7HB,5
Bird In Hand,W14 0LR,5
Bishops,SW6 6TA,5
Bite,W14 0SJ,5
Black Sheep Coffee,SW6 1BW,5
Black Sheep Coffee,W12 7GA,5
Blanche Eatery,W6 0EA,3
Blue Anchor,W6 9DJ,5
Blue Boat,W6 9GD,5
Bluebird Café,W12 7FR,5
