BusinessName,PostCode,RatingValue
3 Bros,IG11 8UN,AwaitingInspection
3 Luanet Restaurant & Shisha Lounge,RM6 6AP,3
5 Elm's Cafe,RM8 3NH,5
5G Burger,RM9 6RT,5
6Burgerz,IG11 0JP,5
7 Fries,,AwaitingInspection
7even Restaurant,RM6 6AP,1
Aafio Kenkey Market,RM9 4QS,4
Abbey Kebab & Pizza,RM8 2XT,5
Abigails Cafe,RM6 4BE,3
Abike Oloogun Ebi Kitchen,RM8 1QH,5
Ackeee Tree,RM10 8BX,AwaitingInspection
Adetoks Kitchen Ltd,RM10 8UB,AwaitingInspection
AKONOR Ltd,,5
Aksular Restaurant,RM6 6QJ,5
Ali Baba,RM8 3NH,5
Ali's Bangla Kitchen,RM8 1DJ,5
Ali's Kebab,RM10 9ND,4
Ali's Kitchen,RM10 7XJ,AwaitingInspection
Ali's Plaice,RM10 9XB,5
ANDHRA SPICE,IG11 8AA,1
Andys Fish Bar,RM7 0TL,3
Angels Bakery,RM9 5AQ,3
Angies Cafe and Kebab Ltd,RM9 4TP,5
Arens Food & Beverages Ltd,IG11 8DQ,5
Ariana Restaurant Limited,IG11 8SF,4
Aroma,RM6 6PP,1
Aroma,RM9 4QS,5
ARP Chicken & Pizza Ltd,IG11 7PR,4
Atlantic Fish Bar,IG11 0NY,4
Aunty's Cahi Khana,RM8 1XU,4
AVN Pizza Limited,RM8 1BJ,4
B Square Grill Ltd,RM10 7YA,4
Balti Cottage,RM9 6UR,4
Bambino City,RM9 6FJ,AwaitingInspection
Barking Cafe,IG11 8ER,4
Barking Cafe Ltd,IG11 8EJ,4
Barking Community Hospital,IG11 9LX,5
Barking football Club,RM8 2JR,3
Barking Indoor Bowls Club Ltd,IG11 8TA,4
Barking Rugby Union Football Club,RM9 4TX,4
Barking Sportshouse & Gym,RM8 2JR,5
Barking United Services Club,IG11 9SF,5
Bartlett Mitchell Ltd T/A Hapag Lloyd Cafe,IG11 8NW,5
Bayleaf,RM8 2AJ,1
Beacon Tree,RM8 1DJ,5
Beadles Parade Fish & Chips,RM10 8YL,5
Becontree BBQ Turkish Kebab & Fish Bar,RM8 1DJ,1
Becontree Heath Leisure Centre,RM10 7FH,5
BEKS ZONE,IG11 9RS,5
Bela Lisbaa,IG11 9RS,2
Best Bite Chicken,RM8 3NT,5
Best Cafe,RM8 1RX,3
Best Doner and Fish,RM8 1YX,4
Best Fish & Chips,IG11 8RQ,4
Best Fish Bar Ltd,RM9 5AW,5
BGR Romford,RM8 1UU,4
Big Bang Burgers,RM8 1SL,AwaitingInspection
Big Boys Cafe,RM8 1HJ,AwaitingInspection
Big Breakfast Cafe,RM8 2NT,5
Big Fry,RM9 4QS,5
Bite of Mauritius,,5
Blanca Lounge N Shisha,RM9 4QS,AwaitingInspection
Blissful Bites / Kurry Kitchen,,AwaitingInspection
Bloom's Cafe,RM6 4BE,5
Bo Ji Chinese Take Away,RM10 9XB,1
Bodrum Fish & Chips,RM10 8EH,3
Bon Appetit,RM6 6PB,3
