BusinessName,PostCode,RatingValue
1917 Chill Cafe,BR1 1RL,5
A Mano Coffee Bar & Kitchen,BR6 0ND,5
Afters,BR3 1AH,3
Agora Restaurant,BR3 1ED,5
Agra,BR3 3HG,5
Air Jump (Southern),BR5 3QX,5
Aksular,BR6 0LG,4
Aldo's & Maria's Sandwich Coffee Bar,BR3 1AG,5
Alexandra Nurseries - Tea Room,SE20 7LJ,5
Alexandra Public House,SE20 7JH,5
Amrita Cafe,,AwaitingInspection
Anerley Arms,SE20 8AB,5
Anerley Fish & Chicken,SE20 8AJ,3
Annabels,BR7 5AB,5
Anticoli Pizza,SE20 8JB,5
Antonella's Cafe Bistro,SE20 7DT,4
Aqua Bar & Grill,BR1 1QN,5
Aqua Bar & Grill,BR5 1LZ,5
Arin Cafe,SE19 2AN,5
ASK Italian,BR3 5JE,5
Ates Mangal Meze Bar,BR3 3RB,5
Atlas Restaurant,BR5 1LA,3
Auntie Anne's,BR1 1DD,5
Auntie May Take Away,BR3 3QP,5
Azaaya Bar & Restaurant,BR1 3BD,5
Bamboo House,BR6 9LP,3
Bank House Wine Bar And Kitchen,BR7 5AB,5
Bank Of America,BR1 1LR,5
Bannatyne Health Club,SE12 9PN,5
Bar 201,BR1 1NY,4
Barnies Burgers,SE20 7HW,3
Barrel & Horn,BR1 1PW,5
Baturello Cafe Pizzeria,BR3 3HG,5
Beacon Bite,BR3 3QL,5
Beccehamians Rugby Football Club,BR4 9BB,5
Beckenham Curry Club,BR3 3QZ,5
Beckenham Rugby Football Club,BR3 3RD,5
Beckenham Social Club,BR3 4QQ,5
Beckenham Sports Club,BR3 5AS,5
Beckenham Town Football Club,BR3 3JL,3
Beezoo Espresso Bar Ltd,BR1 1LX,3
Beijing Express,BR5 2DD,3
Belash Tandoori,SE20 7PF,4
Bella Donata,BR3 4HR,4
Bella Luna Pizzeria,SE20 7DT,5
Bella Vita Deli,BR5 1DQ,5
Belmondo Coffee,BR6 6DD,1
Beluga Fish & Chips,BR3 3HQ,5
Bengal Lancer,BR7 6NR,4
Berils Cafe,BR5 2HE,4
Best Kebab & Pizza,BR5 2RB,5
Bickley Park Cricket Club,BR1 2AS,4
Big Catch,BR3 1EN,5
Big Mamas Pot,DA14 5BG,4
Biggin Cafe,TN16 3JP,3
Biggin Hill Fish & Chips,TN16 3BA,3
Biggin Hill Social And Sports Club,TN16 3BA,5
Biggin Hill Spice,TN16 3NF,5
"Biggin Hill Squash Club / Blundell Fitness, Sport & Leisure",,5
Bites N Melts,BR4 0NH,5
Black Horse,TN16 3AY,4
Black Horse,BR6 8NW,5
Black Sheep Coffee,BR1 1JW,AwaitingInspection
Blackbird Bakery,SE20 7DT,5
Blackbird Bakery,BR3 1AE,5
Blackheath & Bromley Harriers A.C.,,5
Blue Belle / Daisy Catering,SE20 8JB,5
Blue Harbour Restaurant,BR1 1PG,5
Blue Planet Fish & Chips,BR3 3HN,5
Blue Sea Fish Bar,SE20 7UU,5
Bobos Bubble Tea,BR6 7DB,5
Bocca Social,BR3 1ED,5
Bombay 2 Bromley,BR1 3PE,5
Bowl O Pho,BR1 1PQ,4
Br3wery Limited,BR3 4RP,5
BR6 And The Bake House,BR6 0TE,5
Branching Out,BR3 3QH,5
Branded,BR1 1AB,5
Branded,BR3 1AW,5
BredShed,BR5 3RP,5
Bricklayers Arms,BR2 9HW,5
Bricklayers Arms,BR3 1BN,4
Bridge Bar,BR3 1AZ,5
Bridge Cafe,BR2 0DU,4
Bridge House Tavern,SE20 8RZ,4
Bridges Fish & Chips,BR7 5NP,5
Britannia Fish Bar,BR5 1DQ,4
