BusinessName,PostCode,RatingValue
149CM Group Limited,SW17 7TJ,5
1910,SW12 8QX,5
2 Love Tea & Coffee,SW11 1QY,5
2 Love Tea &Coffee,SW11 1LP,4
24K Bar,SW18 1UL,AwaitingInspection
251 Mitcham Lane,SW16 6QB,AwaitingInspection
422 Cicchetti and WIne,SW18 4HW,5
79 Thai Kitchen,,AwaitingInspection
A Catering Canteen,SW11 8BX,5
A Grape Night In/Unwined In London,SW17 0RH,5
Abby's Grill Ltd,SW17 0RN,2
Adada Cafe,SW15 2SP,AwaitingInspection
Adaptogen (Doghouse),SW12 9QW,5
Ading Ysa's Kitchen,SW17 0RJ,3
Adz Burger /Silver Naan,SW11 5BA,AwaitingInspection
Afghan Palace,SW17 9PG,1
Afro Caribbean Takeaway,SW17 0RJ,5
Agamama,,AwaitingInspection
Aggie's cakes,,AwaitingInspection
Agoe Empowerment Network,SW11 2UG,AwaitingInspection
Aha Wok,SW16 6QB,5
Aimee Hirsch Ltd,SW8 5EL,5
Akash Indian Takeaway,SW18 5SB,5
Akash Tandoori,SW11 6QL,3
Al Gusto,SW12 9AG,4
Al Gusto,SW11 6PJ,5
Al Madina,SW11 2PG,AwaitingInspection
Al Phoenic,SW11 3AG,5
"Alcohol Delivery London,Alcohol Delivery - Southwest London",SW11 3SJ,AwaitingInspection
Alforno,SW15 5QJ,5
All Bar One,SW11 1NZ,5
All Weather,SW11 4NJ,AwaitingInspection
Al-Mirage,SW17 7TG,5
AL's Place Cafe,SW11 2PG,AwaitingInspection
Ambala Foods Limited,SW17 7TG,4
Amiga,SW11 1EG,5
Amigos Burgers and Shakes,SW17 9NA,5
Amrutha Lounge,SW18 4EJ,5
Anema & Core Di Nando & Filippo,SW18 4LT,AwaitingInspection
Anglo Portuguese School of London,SW18 4QG,5
Angoletto,SW11 4JP,4
Apo Restobar,SW11 2LW,AwaitingInspection
Appetito Pizza & Pasta Ltd,SW17 9SH,5
Aramark @ Apple,SW11 8BZ,AwaitingInspection
Araw,SW8 5EL,AwaitingInspection
Arcade Food Hall,SW11 8DD,AwaitingInspection
Arch Light Cinemas,SW11 8AB,5
Archies @ Phase Eight,SW18 4NX,5
Arise Coffee Roasters,SW15 2DT,5
Ark Start,SW11 2AA,AwaitingInspection
Artanda,,AwaitingInspection
Artisan,SW15 6SG,5
A's Miracle,SW17 7BD,2
Asal Restaurant & Cafe,SW17 9JE,3
Asiaro Limited,SW18 1NH,AwaitingInspection
Asiatique Thai Restaurant,SW11 4ND,AwaitingInspection
Aspen & Meursault,SW11 3PH,AwaitingInspection
Atami,SW11 8DG,4
Augustine Kitchen,SW11 3AU,5
"Auntie Anne's (Kiosk 3, Southside Sh",SW18 4TF,4
Aunty Wangs Chinese Café and Kitchen,SW8 3NS,AwaitingInspection
Aux Merveilleux de Fred,SW11 1NP,5
AVIONCARTE,,AwaitingInspection
Ayako's Kitchen,,AwaitingInspection
BabaBoom,SW11 1EE,5
Babili Kitchen,,AwaitingInspection
Backstory Books,SW12 9AP,4
Badiani Ltd,SW12 9RQ,3
Bake House,,AwaitingInspection
BAKECLOUDS,,5
Baked by Els,,AwaitingInspection
Bakery Lamour (Shop And Premises),SW18 2EN,5
Bakes by Bloom,SW18 2BH,AwaitingInspection
Bakes by Layla,,5
Balham and Tooting Sports and Social Club,SW12 9AA,5
Balham Bowls Club (Clubhouse And Pre,SW12 8QX,5
Balham Social,SW12 9AZ,5
Balkanika,SW17 9PE,4
Balti Kitchen,SW11 2PG,3
Bamboo Bay Ltd,SW8 4DE,AwaitingInspection
Bamboo Leaf,SW17 0RJ,5
Banana Leaf,SW17 0SF,4
Banana Tree,SW11 1HN,5
Band Of Burgers,SW17 0PB,AwaitingInspection
Bang Bang Burger,SW18 4LB,5
Bangkok Bay,SW11 3BP,4
Banneton Basket,,AwaitingInspection
Bao Bao Pan Asian Street Food,SW12 9AG,4
Bao BPS,SW11 8DD,4
Bao Yum,SW8 4DE,AwaitingInspection
BAR FRUITS SUPPLIES LIMITED,SW8 5EQ,AwaitingInspection
Bar Social,SW11 1JW,5
Bari Pizzeria,SW11 3JS,5
Barilla,SW11 3SS,AwaitingInspection
Barnies Burgers,SW11 4JP,AwaitingInspection
Barra 10,SW17 0RJ,5
Barriga Grill House,SW15 5QJ,5
Based Burgers,SW8 4DE,AwaitingInspection
Basil (Chinese &  Thai),SW17 0RH,AwaitingInspection
Basil Infusion,,AwaitingInspection
Basilico,SW11 5TE,5
Battersea British Legion Club,SW11 5TE,5
Battersea Fish Bar,SW11 4LX,5
Battersea Grill,SW11 3AG,5
Battersea Ironsides Sports Ground,SW17 0AW,5
Battersea Labour Club,SW11 2PF,3
Battersea Park Grill,SW8 4BX,AwaitingInspection
Battersea Rickshaw,SW11 3RA,AwaitingInspection
Battersea Spanish,SW11 4NE,AwaitingInspection
Battersea Tandoori and Varanasi Chefs,SW11 3JR,5
Be At One,SW15 1SQ,5
Be At One,SW11 1HW,5
Be Enriched,SW17 9AB,AwaitingInspection
