BusinessName,PostCode,RatingValue
1 The Avenue,E4 9LB,5
173 Lea,E10 7PN,AwaitingInspection
2020 Cafe Bar & Restaurant,E17 7JS,5
A406 Cafe,E4 8PY,5
AAVO,E17 3NU,4
Ace Dining & Creams/Chingford Ice-Creams,E4 8DP,3
Acorn Day Opportunies Ltd,E17 6BH,5
AFC,E17 5AL,4
Afrobbean Kitchen,E17 7FY,5
Afters,E10 6JP,3
Afters Walthamstow,E17 4PP,5
Akhis Flip N Bun,E10 6RA,AwaitingInspection
Al Bader,E15 2BP,1
Al Farooq Kebabish,E10 6AW,3
Al Haq,E17 8QR,4
Al Jaziira,E10 6QE,3
Albert & Francis,E10 6NT,2
Alma's Coffee Restaurant,E10 6AJ,4
Amalfi E17 at The Nags Head Public House,E17 9LP,5
Amayas,E4 8DP,AwaitingInspection
American Pizza,E17 9AA,5
Aquila,E11 1HG,4
Aramark Ltd at Eurostar Engineering Staff Restaurant,E10 5YA,5
Arch 145,E10 6RE,AwaitingInspection
Armstrong Audio Coffee,E17 6HJ,5
Aroma,E4 6SH,5
Arte E Pasta,E17 9HS,1
Artist's Lounge,E17 3HT,1
Artizan Oasis Cafe,E4 8NU,3
Asado Steak House,E15 1UA,1
Atalian Servest Food Company at Stagecoach,E10 6AD,1
Atdheu Caffe,E17 9AP,5
Ates Tas Firin,E4 8HH,4
Atlantic Fish Bar,E10 7EA,4
Ayra Lounge,E4 9AA,4
Aysel's Cakes,E17 3HT,3
Baba's Village,E11 4QS,5
Back to Ours,E11 3DR,3
backyardbbqz/Tex Bites,E11 3AJ,3
Baggio Burger,E17 7FY,5
Bamboo Hut,E11 4JU,4
Bamboo-Mat,E10 6RF,5
Banadir Cafe,E10 5EL,3
Band of Burgers,E17 4QH,4
Bannatyne's Cafe Bar,E4 8SA,5
Bar One Twenty,E4 6AB,5
Bargo,E17 9NJ,5
Barney's Pie & Mash,E17 5PE,5
Barwaqo Cafe,E10 6QE,0
BB Cafe,E10 7LD,5
BBQ Xpress,E10 6AE,1
Bella Cujina,E17 9QD,3
Bengal Curry House,E17 7PF,5
Berliner,E10 7NE,5
Best Fried Chicken,E15 2BX,5
Best Shaorma House,E11 4HH,0
Better Coffee Corner,E17 5AA,0
Beyazfirin Patisserie,E10 5PS,5
BG Zakuska,E17 6JJ,1
Biba and Wren,E4 9PT,5
Big Al's Bagels,E4 7BU,4
Big Ben Cafe,E17 7BX,5
Big Boy Burgers,E11 3NJ,1
Big Penny Social,E17 6AL,3
BigTs,E17 7PE,3
Billet Fish Bar,E17 5DX,4
Bims Walthamstow,E17 7LD,3
Bistro Bakery,E4 8DP,5
Black Peoples Mental Health Association,E17 7QP,5
Black Sheep Coffee,E17 7JR,AwaitingInspection
Blackhorse Workshop Cafe,E17 6BX,4
Blancos Cafe,E11 4HH,5
Blend + Roast at Lea Bridge Library,E10 7HU,1
Blend + Roast at Wood Street Library,E17 3GN,1
Boba Coma,E10 5PW,5
BoBar Bubble Tea Walthamstow,E17 9AH,AwaitingInspection
Bocca Bocca,E11 4QS,5
Bodrum Restaurant,E10 7NE,5
Bojangles Brasserie,E4 6SJ,2
Bollywoods,E4 6ST,5
Bom Pecado,E17 9DS,AwaitingInspection
Bombay Kebab & Catering,E11 1HD,0
Bombay Kebab Original,E11 4JU,3
Bombay Night/Vegan Night,E11 3HU,4
Bonners Fish Bar,E17 7EB,4
Bread and Oregano,E10 6RT,0
Breeze Mezze Bar & Grill,E4 6AG,5
Breeze Restaurant,E4 9HH,5
Brew Street Cafe,E10 7QL,5
Brick Lane Bagel Co,E4 6AG,4
Bromley's Cafe/Deli,E10 7DN,4
Brown Eagle,E4 6ST,5
Brown Sugar and Spice Caribbean Joint,E17 4PP,2
Brunch Cafe and Grill,E10 6JP,1
Bubble Ci.Tea,E17 7JR,3
Buddy's Grill,E4 7BE,4
Buhler & Co,E17 4PJ,5
Buns,E17 4JD,3
Burger King,E10 5NH,5
Burger Wingz UK,E4 8LP,5
Burnt,E10 6JT,3
Butt Kebabish,E11 4QS,0
Cafe 73,E4 7PA,5
Cafe Anatolia,E10 5QN,5
Cafe Aroma,E17 4QS,4
Cafe Benor,E10 7PN,5
Cafe Chaii,E17 3AY,5
Cafe De Melo,E10 5PS,1
Cafe de Tortillas,E17 9PX,5
Cafe Deja Vu,E17 7DB,5
Cafe Du Metro,E15 2BX,5
Cafe La Rocca,E4 6SJ,5
Cafe Mediterraneen,E17 8QP,3
Cafe Mondial,E10 5NA,4
Cafe Plus,E10 5SQ,4
Cafe Refresh,E11 1JD,5
Cafe Rio,E17 7DB,4
Cafe Rodi,E17 6HJ,4
Caffe Delight,E17 3HT,4
Caffe Nero,E4 7BU,5
Cakes & Bakes,E10 7EQ,1
Cakes & Bakes,E17 7DB,1
Calabash Kitchen at The Rose and Crown Public House,E17 4SA,5
Candy Floss Creperie,E4 8DD,5
Candy Floss Creperie,E11 3AW,5
Cann Hall Deen And Education Trust,E11 3NJ,4
Canteen at Big Creative Education,E17 6HL,5
Caribbean Eatery,E17 5QJ,4
Caribbean Flavours Restaurant,E11 3HU,4
CARNE,E17 7JR,AwaitingInspection
Casa 05,E17 3HU,3
Casso,E4 7BA,AwaitingInspection
Celebrity Chef,E10 6ER,4
CENTRAL COFFEE COLLECTIVE,E17 7JR,1
CF Grill & Chill,E11 4PA,5
Cha Cha Chai,E17 9PT,1
Cha Paani,E17 4PG,0
Chaaske,E10 7PN,2
Chaiiwala,E17 9PP,5
Champions Bar,E10 5PS,1
Charcoal Grill,E17 3LX,5
Chaudhry Kebabish,E17 7JH,3
Chef D'Oeuvre,E17 7JY,1
Chefzi,E17 6BB,5
Chestersway Chicken & Pizza,E10 5AB,4
Chic N Chip,E10 7PN,3
Chicken Spot E17,E17 9AA,3
Chicks,E11 4PG,1
Chilli Flames,E10 6AP,5
China Express,E17 8DQ,1
Chingford Chicken Village,E4 8NU,4
Chingford Chinese Restaurant,E4 7BE,5
Chingford Golf Club,E4 6AN,5
Chingford Rugby Club Bar,E4 8AQ,5
Chingford Sorting Office,E4 7BA,Exempt
Chocoberry Cafe,E17 9AP,AwaitingInspection
Chocolatine Bakery,E17 3LX,5
Chopstix,E17 7JR,4
Chow & Cha,E17 7AH,4
Chris's Fish Bar,E10 6NT,5
Chuckys,E10 5PW,5
Cinar Grill,E17 4QH,4
Clandestino,E17 3HX,4
Click'n Chicken,E17 7DB,4
Coban Cafe,E4 8LP,5
Coccole,E10 6RA,2
Coco Cafe,E4 9PB,3
Cod Father,E15 1UA,4
Coffee Boxx Ltd,E17 3LL,5
Coffee Club,E10 6RA,4
Coffee Garden,E11 4JU,4
Coffee in the Park,E4 9LA,4
Coffee Inn,E10 6AJ,5
Coffee Station,E17 7LP,4
Coffee Treasure,E4 9LH,5
Copperfield Cafe,E17 7JH,5
Corner Cafe,E10 5SQ,4
Corner Coffee House,E4 9LQ,5
Corner Coffee Shop,E17 4AT,5
Cornerstone Church Coffee Shop,E10 6EH,5
Costa,E11 1HH,5
Costa Coffee,E17 7PF,5
Costa Coffee,E17 7JR,AwaitingInspection
Costa Coffee,E4 8DE,5
Costa Coffee,E17 9QF,0
Costa Coffee,E4 7BJ,5
Costa Coffee,E10 7EQ,5
Costa Coffee,E4 9EF,5
Costa Coffee,E10 5NH,5
Costa Coffee at Tesco Leytonstone,E11 1HT,5
Cottage Cafe,E10 6AE,0
Cove17,E17 3HX,3
CPB (Chicken and Pizza Bite)/The Sushi Club/Sushi Bite/Sushi Express,E17 9AP,0
Cravings Dessert Bar/Just Desserts,E10 6QE,4
Creams Cafe Walthamstow,E17 3AG,5
Crown Chicken & Pizza Takeaway,E10 7JQ,1
Crust pizza / Donut King,E17 9DH,1
Cugini,E4 7EX,5
CUPP Bubble Tea Walthamstow,E17 3AY,5
Curry in a Hurry,E17 4HU,3
Curry Kitchen,E4 9PT,4
Dada Cafe,E4 7BE,5
Daddy's Kebab,E10 7PN,3
Deeney's,E10 6QE,5
Deeney's Cafe,E17 4PP,0
Deja Brew,E17 6JJ,0
Deja Vu Bakery,E17 7DB,1
Deja vu Garden,E17 7LD,0
Delicatessen Palmeira Ltd,E10 5PS,3
Delicious Grill,E4 7PR,4
Delight Kitchen,E17 7PJ,4
Demo Cafe,E17 6HJ,4
Dennis Chippy,E10 7LD,4
Desi Cake,E17 7DB,4
Dessert Delicacy,E17 7AH,AwaitingInspection
Dessert Dune/Dune Spice,E10 7LN,3
Dessert Inn,E10 7DT,0
Dez Amore,E17 7JR,AwaitingInspection
Dhaka Tandoori Restaurant,E17 4SA,1
Dheere Leyton Cafe,E10 5EL,1
Dine Contract Catering at Allied Bakeries,E10 7AB,4
Dino's Cafe,E10 5SQ,2
Dixy Chicken,E17 6HF,3
Dixy Chicken,E11 4HH,4
Dixy Chicken,E17 8DH,3
Dixy Chicken/The Naga Stop/Brunch Stop,E10 6AP,3
Dixy Original,E10 6JP,0
Dixy Original Chicken & Pizza,E17 3HT,1
DNR 17,E17 3HT,4
Dog & Duck Public House/Sourdough Saloon,E17 5AL,3
Dolce Patisserie,E11 4QS,5
Domino's Pizza,E4 6ST,5
Domino's Pizza,E10 6AE,5
Don Francisco Y La Luna,E17 7LD,5
Doner King,E10 5PS,3
Doner Zone,E17 9QD,4
Double Bubble,E4 7JE,5
Dragon Palace,E4 9AA,1
Dreamhouse Records,E10 6NQ,5
Dua Pizza,E17 4SA,4
Dubai Nights,E10 6AP,5
Dudley's,E17 3LX,1
E Cafe,E10 7EA,5
E11 Coffee Lounge Garden,E11 1HG,1
E17 Kebabish,E17 6PR,1
E4 Health & Fitness Club,E4 9JG,5
Early Buds Nursery,E17 8QX,5
Early Buds Nursery,E17 6EG,5
Early Education Centre,E17 8ER,5
EASHAL PAK BIRYANI RESTAURANT,E17 7AD,3
East of Eden,E17 4QP,5
Eat 17 Restaurant,E17 9NJ,4
Eat Tabaq Chicken & Pizza,E17 4PH,3
EATaliano Pizzeria,E17 4PG,3
Eaturkish',E4 8JL,4
Eddie's Fish Bar,E4 8NU,3
Eel & Pie House,E11 4JU,5
Eggfree Cake Box at Asda,E10 5NH,5
Elior UK at Whipps Cross Hospital,E11 1NR,5
Ella's Cafe at Queen's Road Learning Centre,E17 8QR,4
Embers at Renegade Urban Winery,E17 5RB,AwaitingInspection
Empire BBQ,E4 7BE,5
Engine House Cafe at Walthamstow Wetlands,N17 9NH,AwaitingInspection
Enjoy Cafe,E17 4NE,4
Enterprise House Restaurant,E4 7NB,5
Epic Burgers,E4 7EX,5
Etles Uyghur Restaurant,E17 9PP,4
Evolution Bay / Annie's,E10 5AR,3
Exceline,E11 4PB,5
Fairways Cafe,E10 7QB,4
Fat Bites,E10 5PW,3
Fat Chef Coffee Shop,E17 7DB,1
Favorite Chicken & Ribs,E17 7PJ,4
Favorite N Tasty,E17 5JN,0
Ferry Boat Inn/Chik Box/K-Town Chicken/Locked and Loaded,N17 9NG,5
Figo Restaurant,E10 5PW,5
Filly Brook,E11 4AP,5
Fireaway Pizza Leyton/Flame Inn,E10 6QE,5
Fireyard at The Leyton Star,E15 2BX,5
First Stop Cafe,E17 7BX,5
Fish & Chicken,E4 8LP,5
Fitness Hub East London,E11 4QS,5
Five Guys,E17 7FD,5
Five Lads,E10 5PW,3
Five Star Fish Bar,E17 4PY,5
Flame and Frappe,E10 5JY,3
Flamer's Piri Piri,E17 6PZ,5
Flavaz Grill & Kitchen,E11 3EE,0
Flavours of India,E11 3AW,4
FLVRS,E17 9AH,1
Food Express,E17 5RG,3
FoodCycle Walthamstow,E17 9RJ,5
Foodiez/China Golden Gate/Double Pizza,E10 7DY,1
Forest Bistro Cafe,E17 6HE,3
Forest Kebab,E17 6HD,3
Forest Tandoori/Mughals,E17 3HX,3
Fortune House,E10 6QE,5
Fortune Inn,E15 2BP,2
FOUNDRY Walthamstow,E17 6ZJ,AwaitingInspection
Frankies,E17 9QD,4
Frey Restaurant,E17 4PH,3
Friday Hill Community Association,E4 6HZ,5
Friends Lounge,E17 7LD,4
Froth & Rind,E17 9NL,5
Froth & Rind at St Mary's,E17 9RJ,5
Fry-Days Fish & Chicken,E4 8JL,3
Fu Lam,E17 6HE,4
Fuji Sushi & Thai,E17 4QS,4
G Lounge,E17 9AH,3
