BusinessName,PostCode,RatingValue
01Adana Restaurant,N16 9BS,3
1 Rebel Gym,,5
12:51 Restaurant,N1 1QN,5
23 Paul Street,EC2A 4JU,Exempt
24 karat,N7 6JP,2
2Northdown,N1 9BG,4
314 Kitchen and Bar,N1 2LF,4
33 Juice Bar LTD,N4 4AU,5
3rd Generation,EC1M 5SA,5
"4 Seasons, Hong Thai, Hungry Kitchen",N1 1ED,5
500 Restaurant,N19 3JH,4
63 Degrees,,5
A Moray Pizza@Railway Tavern.,N16 8JT,5
A Pinch of Salt,EC1V 9JR,3
Abokado,EC1M 6BP,5
Abshir,N7 6NJ,1
Aburi Japanese Restaurant,EC1V 7DT,3
Acropolis Bakery,N7 6HT,4
Adan Pats and Wine,N1 9ET,AwaitingInspection
Addis Alem,N7 6AG,5
Addis Restaurant,N1 9DT,4
Admas Cafe,N7 7PT,4
Afghan Kitchen,N1 8DU,4
Agelgil Ethiopian Restaurant,N1 1DW,5
Akari,N1 8LZ,4
Aladdins Cave,N19 3LW,4
"Albion & East, Serata Hall",EC1V 9NR,3
Alcedo Bistro & Bar,N7 8HG,4
Ali-ioli,N4 3HQ,2
All Bar One,EC2A 1NS,5
All Saints Church,,2
Almeida Theatre,N1 1TA,4
Alwyne Castle Public House,N1 2LY,5
Amici Coffee Deli,N5 1RD,4
Amigos Burgers & Shakes,N7 6AX,5
Amor,N7 8LX,5
Amorino Ice cream parlour,N1 1QN,4
Anfa Cafe,EC1M 4EH,3
Angel Community Canal Boat Trust,N1 8JX,5
Angel Curry Centre,N1 9EZ,4
Angel Inn,EC1V 4NJ,5
Angel Inn,,4
Angel Kebab,N1 2SR,3
Angel Tagine,N1 9EW,3
Anilo's Kitchen,EC1R 4PX,5
Antepeliler,N16 9BS,Exempt
Anymore pizza,N5 1TS,4
Apothecary,N7 9AX,5
Aquila,EC1V 2PN,4
Aquila Cafe,N1 0SR,1
"Arbuthnot Latham & Co., Limited",EC2M 2SN,5
Arc Coffee,N1 7DF,3
"Archie's Café, Bar and Grill",N19 5NL,4
Archway Kebab,N19 5RE,4
Archway Kebab Centre,N19 3JH,3
Archway Tavern and Live Room,N19 3TD,5
Arkstar,N7 8HS,4
Army & Navy Public House,N16 8NN,Exempt
Art of Spices,N1 4AJ,3
Artillery Arms Public House,EC1Y 8ND,5
Artizian,,5
Artizian Catering Limited,N1 9RZ,5
Asia Star and Sushi Star,N4 4AP,4
Asia Villa Angel,EC1V 4LD,5
Asia Village,N1 2SN,5
Asmarino Cafe,N7 7NS,2
Aspendos Grill,N7 9LR,3
Astro Tapas and Cocktail Bar,EC1R 4PX,5
Atcha,N1 9HA,4
Aunty's Express,N7 6DU,AwaitingInspection
Avva Cuppa?!,N7 6AG,3
Awaze Food Ltd,,AwaitingInspection
Ayni Cafe and Restaurant,N1 0SQ,3
Babosh,EC1Y 8QJ,5
Badiani,N1 8ED,5
Bam!,N7 8HG,3
Banadiri Somalian Restaurant,N4 3NG,2
Banana Tree/What's Your Katsu/Mimi's,EC1V 4NJ,5
Banh Mi Aha!,EC1M 4EH,3
Bank Of Friendship PH,N5 1EA,Exempt
Bap Foods Limited,EC1V 9AJ,AwaitingInspection
Bar + Block,N1 9AA,5
Bar Royal,N4 3HP,AwaitingInspection
Bar With No Name,N1 8AB,Exempt
Baracca Restaurant,EC1Y 8NX,5
Baraka restaurant,N4 3NG,2
Barberesso Barber & Coffee,N5 2LL,5
Barbican Cafe,EC1V 3RQ,3
Barbican Express Pizza,EC1Y 8JL,4
Barbican Pizza,EC1V 3RQ,5
Barrio North,N1 2SF,5
Barry's Kitchen,N19 5RE,2
Bartlett Mitchell,,5
Basilico,N1 9PS,5
Basment 144,N7 8DD,AwaitingInspection
Baxter's Cafe,EC1V 0HB,Exempt
BaxterStorey - DL,EC1Y 8AF,AwaitingInspection
BaxterStorey - DL28,EC1Y 2AL,AwaitingInspection
Baxterstorey @ Arcadis,N1 9AB,5
Baxterstorey @ Guardian Media Group,N1 9AG,5
Baxterstorey @ Media Brands Limited,EC1M 4JJ,5
Baxterstorey @ Oracle,,Exempt
Baxterstorey @ RBS,N1 8EQ,5
BaxterStorey Ltd,EC1V 9BW,5
Be at One,N1 0PQ,5
Be At One Farringdon,EC1M 6JN,5
Beans & Cream Bistro,N7 6AX,5
Bear+Wolf Cafe,N7 0EA,4
Bedford Tavern,N7 7PT,4
Beduin,EC1M 6HA,Exempt
Beijummy,EC1Y 8JN,5
Bell and Viv,N1 9JY,4
Bella Cafe and Restaurant,N7 6RA,3
Bella Italia,N1 0PS,4
Bellanger,N1 2XH,5
Belle Epoque,N1 2UQ,5
Bench Cafe,EC1M 5AD,5
Bengal Spice,N19 3PH,4
Bengal Tiger,EC1V 9BD,5
Bento Bab,EC1R 0BD,3
BE-OOM,EC1R 4QL,5
Berber & Q Shawarma Bar,EC1R 4QE,3
Berni's Sandwich Bar,EC1V 7JD,4
Best Taste Caribbean Takeaway,N1 1DW,3
Bethel Cafe,N4 3HP,3
Bian Dang,N7 9NH,5
Bibi's,N1 8EA,4
Big Jo,N7 7HE,5
Big Papa's Peri Peri,N7 8JZ,1
Big Red,N7 0RY,5
Big Sky Studios,N7 9QH,5
Biryani Guys,EC1V 9AE,4
Bisha Eritrean Restaurant,N7 6JP,2
Black Axe Mangal,N1 2UP,5
Black Bear Burger,EC1R 4QD,5
Black Sheep Coffee,EC1M 6EG,5
Black Sheep Coffee,N1 9NR,5
