BusinessName,PostCode,RatingValue
1 Life Cafe,NW10 3QX,5
2PL Dragon,HA9 8PB,5
5 Star Burger & Pizza Ltd,NW10 5NJ,AwaitingInspection
A Casa Di Anna,NW2 5SH,5
A J Catering Services Limited,HA9 0FJ,4
Abbey Point Cafe & Hotel,NW10 7DD,5
Abda Sweet Marka Caden,NW10 4SP,3
Abdulkadir Hersi Cafe,NW10 4SL,5
Abyssinia Restaurant,NW2 3JX,5
Acai Carioca,NW10 3JH,5
Acai Verao,HA9 0JT,5
Ace Cafe,NW10 7UD,4
Adams Grill,NW6 5PS,5
Adam's Pizza & Grill,HA0 4PJ,5
Admiral Casino- Neasden Lane,NW10 1QG,5
Afta Eats,HA9 0TG,5
Agorama,NW10 3NS,5
Al Stromboli,HA9 8NF,3
Alan's Chicken,HA0 1JQ,4
Alaturca lounge,NW9 9HA,3
Aldayaa grill,NW6 5PS,5
Alfa Internet Cafe,HA9 8HP,5
Alhambra Palace (Community Coffee Shop),NW10 4TS,3
Alkis Restaurant,HA8 5HX,5
ALOHA,NW10 3ND,5
ALOHA POKE/ALOHA SUSHI/ALOHA BUBBLE TEA,NW2 3JG,5
Alpasha Grill,HA9 6AH,5
Alperton Bus Garage,HA0 4LL,5
Alperton Sandwich Bar,HA0 4PJ,4
Al-Saha,NW6 7HY,3
Alsalaam Restaurant,NW6 7JG,5
Ambala,HA0 4QL,5
Amico Burgers,NW10 8UR,4
Amigo's,HA9 7AY,5
Amigos Burgers and Shakes,NW10 8QD,5
Amneh Grill,NW10 2RX,2
An Other Cup,NW10 3HJ,5
Angie's,NW10 4TR,4
Angie's Bar,NW2 5SJ,5
Anglo Asian Minimart,HA0 2DH,5
Angus Burgers Limited,HA9 8HG,5
Anjanaas,NW6 7RL,5
Annapurna panipuri & Tiffin Service,HA3 0XY,3
Arbil City Restaurant,NW6 7HY,AwaitingInspection
Archies Business Limited,NW10 7RG,AwaitingInspection
Arena Lounge UK Ltd,HA0 2HA,5
Arena Restaurant,HA9 6BD,5
Ariana 2 Restaurant,NW6 7JN,4
Ark Academy Sixth Form Cafe,HA9 9JR,5
Aroma Lounge,HA9 7LT,5
Arthurs Cafe,NW10 5RU,5
Ashapura,HA0 4TL,5
Asher Africana,HA0 4QL,5
Ashutosh,HA1 3UA,5
Asian Restaurant & Curry House,NW6 5SB,5
Asian Tea Shop,HA0 2DJ,1
Assal 2,NW10 5NL,3
Atlas Food (Landmark),NW9 8AB,5
Avane Cloud Kitchen (Unit 29),NW9 8XG,5
Awafi Foods (UK) Ltd,NW10 7RT,5
Ayan Cafetaria Limited,NW10 9NP,1
B Lounge,NW10 2DJ,AwaitingInspection
Backyard Lebanese Cafe & Shisha Lounge,NW9 8SD,5
Bacovia Supermarket & Cafe,NW10 0AD,5
Bad Axe Throwing,HA9 0JT,5
BADSHAH FOOD KORNER (Units A & B),HA0 2DH,5
