BusinessName,PostCode,RatingValue
1856 Cafe and Barn,IG7 4QN,5
Abigails Cafe,IG2 6RE,2
Abshar Indian Cuisine,IG6 2AD,3
Afters Ice Cream & Desserts,IG1 2SD,5
Ajanta Express Kitchen,E18 1AY,AwaitingInspection
Al Qasr Restaurant,IG1 4BS,4
Aladdins,IG1 1QP,5
Aldersbrook Bowls Club Limited,E12 5DY,5
Amazing Burger Ilford,IG1 1NE,3
Ambala Foods Ltd,IG1 4NH,5
Amigos Burgers and Shakes,IG2 6HW,5
Amuthu,IG2 7HU,4
Anglers Rest,IG8 8LY,5
Arabian Lounge,IG1 1TX,5
Aramark @ Wrap It Up Redbridge,RM6 4XT,5
Archies,IG5 0LQ,4
Ark Fish Restaurant,E18 1QH,5
Asiatique,IG1 1TZ,4
Atalian Servest Food Company,IG11 8UE,5
Auntie Annes,IG1 1RS,5
Aunty Ji’s,IG6 3XH,5
Aunty Ji's,IG6 3XH,AwaitingInspection
Autograph at King George Hospital,IG3 8YB,5
Awesome Burgers,RM6 4AB,5
Awsome wings,RM6 4AB,5
Bahubali Restaurants Ltd,IG2 6BX,5
Banana Leaf,IG2 7DE,5
Bancroft Rugby Football Club,IG9 6JD,5
Bankola Bar and Restaurant,IG6 3UT,4
Bar 21 Ilford,IG1 2AF,5
Barkingside Buzz Bingo,IG6 2EF,5
Barkingside Kebabish,IG6 2AD,5
Barley Bowls Club,RM6 4RE,5
BBQ Express Wanstead,E11 2RJ,3
Bealonians Football Club,IG6 2JL,5
Beaumont Fish Bar,IG1 2XT,4
Belgique (Wanstead) Ltd,E11 2PU,5
Bella Coffee Bar,IG6 2DR,5
Best BBQ,IG6 2AH,5
Best Wanstead Kebab House,E11 2RH,AwaitingInspection
Beyond Boba,IG1 2SB,4
BGR Woodford,E18 2QP,3
Big Bite,IG2 7JD,5
Big Mama's,IG1 3LG,3
Big Moes Diner,IG1 1BP,5
BIM's,IG1 2LZ,5
Biryani Guys,IG2 6JX,5
Biryani Guys CPU,IG1 3TR,5
Black Lotus,IG2 6JZ,5
Black Moon Lounge,IG2 6JX,5
Blend 93 Ltd,IG2 6HA,3
BLUS kitchen,IG1 1RL,5
Boba Bliss,IG2 6HW,4
Boba Hub,IG1 1DE,4
Boba Tigers Sushi & Bubble Tea,IG6 2AJ,5
Boba Tigers Sushi & Bubble Tea,IG3 8FA,4
Bobo & Wild,E18 1AN,5
Bombay Pan Chowpatty,IG1 2LG,4
Bombay Spice,IG8 8PL,1
Booboo Bubble Tea,IG1 2JZ,5
Boujee boba,IG1 4AA,5
Boxx,E18 1AD,5
Bread & Oregano,E18 1JJ,5
Bread and Marmalade Cafe,IG8 0DY,4
Breakfast Box,IG6 3UJ,5
Brilliant Restaurant Cafe,IG3 9PL,3
Brothers Fish Bar,IG3 8LG,5
Brunch & Boba,IG3 8RL,AwaitingInspection
Bubble & Blend,IG3 9UR,AwaitingInspection
Bubble & Straw,IG1 2RP,5
Bubble G,IG1 4PG,4
Bubbleology Ilford,IG1 1DG,5
Buller and Rice,E11 1QF,AwaitingInspection
Burger King,IG2 6NW,5
Burger King,IG1 1DE,5
Burgerbase Ilford,IG1 2LA,3
Cabana LDN,IG6 3HJ,4
Cafe 178 / Tosaka sushi,IG5 0EW,5
Cafe At 104,IG6 1QE,5
Cafe at No 4,IG5 0LQ,5
Cafe Brunch,E11 2RJ,5
Cafe Chaiwala Arshad Khan,IG1 2RZ,1
Cafe Chicchi,E11 2RL,5
Cafe Ila,IG6 2LD,5
Cafe Rey,IG1 2SN,4
Cafe Roma,IG1 4BH,4
Cafe Royale,E18 1JJ,5
Cafe Royale Lin Cafe Woodford Ltd,IG8 7QQ,AwaitingInspection
Cafe23@lizziefiori,IG8 0HQ,AwaitingInspection
Cafe23@lizziefiori,IG8 0HQ,5
Caffe Italia 1,IG1 1TF,3
Caffe Italiano,IG1 4BL,5
Cake and Custard Factory (South Woodford),E18 1AY,5
Cakes & Bakes,IG1 2LD,5
Cakes and Bakes,IG6 2AD,5
Capri’s Pizza,IG1 4DU,5
Capricho Portugese Kitchen,IG6 2JU,5
Caraway,IG2 6HA,5
Carib Twist,RM6 4BD,5
Central Bad Boy Burgerz,IG1 1TY,5
Central Mission Falafel,IG1 1TY,5
Central Out Fry,IG1 1TY,5
Central Restaurant and Lounge,IG3 9TN,4
Central SBgrillz,IG1 1TY,5
Central Uptown burgers,IG1 1TY,5
Ceylon Street,IG3 8RL,5
Chaat Junction,IG1 1XR,AwaitingInspection
Chaat N Grill,IG1 2LD,AwaitingInspection
Chabad Lubavitch Centre,IG2 6LR,5
Chae Corner,IG1 2JY,1
Chai-doh,,AwaitingInspection
Chaiiwala,IG1 2SB,5
Chaiiwala,E12 5HH,5
Chaiiwala Gants Hill,IG2 6HW,5
Chandra Express Takeaway,IG2 6XQ,1
Charcoal Grill,IG6 2LB,1
Chariots Fish & Chips Ltd,IG8 7HU,5
Chasha,,5
Cheatmeals,IG1 4NH,5
Chef Sabor,IG1 3RG,5
Chef's Pizza,IG1 1QE,2
Cherry Land Patisserie,IG6 2LD,5
Chester,IG1 2RT,4
Chesters,IG3 8RH,4
Chickaros Chicken & Grill,E18 1NG,AwaitingInspection
Chicken & Pizza 4 U,IG1 2SN,4
Chicken Base,IG3 9PB,3
Chicken Cottage,E18 2QP,5
Chicken Express,IG1 1QB,5
Chicken House,IG3 8RG,5
Chicken Hut,IG1 2DG,3
Chicken Hut,IG2 6SY,3
Chicken Nova,IG6 3BD,5
Chicken Valley Ilford,IG1 4DU,5
Chigwell King Kebab & Pizza,IG7 4DN,5
Chilliz Original,IG3 9RX,3
Chiqwell BBQ,IG8 8PA,4
Choco Desserts,IG3 9UN,5
Chocoberry Cafe,IG1 2LW,2
Chocolate xplosion,IG3 9UN,4
Chopstix,IG1 1DG,5
Chunky Chicken & Pizza,E18 1EB,5
Churchills Fish & Chips,IG8 0XQ,5
Cici,IG3 9UZ,4
Citi Kitchen London,IG1 3RG,5
City Place,E11 2AG,3
Clarkson Catering Limited,,5
Clayhall Fish Bar,IG5 0LQ,5
Clementswood Bowling Club,IG1 1SZ,5
Cluckers,IG1 4PG,5
Coconut Bay,IG2 6BL,AwaitingInspection
Coffee & Cream,IG3 8RF,4
Coffee Hour,IG2 7HU,3
Colony Restaurant,IG1 1UE,5
Cookies and Cream,IG6 2AJ,3
Cookies and Cream,E18 1AY,5
Cookies and Cream,IG6 2AJ,AwaitingInspection
Costa,IG8 0HL,5
Costa,E11 2AG,5
Costa,IG1 1AS,3
Costa Coffee,E18 1AY,5
Costa Coffee,IG6 2AH,5
Costa Coffee,IG1 4DL,5
Costa Coffee,IG3 9UH,5
Costa Coffee,IG8 8AH,5
Costa Coffee,,4
Costa Limited,RM6 4HX,5
Crave,IG1 2LT,5
Crave Pizza,IG1 4AA,3
Creams Cafe,IG2 6HE,5
Creams Cafe,,5
Crispy's Chicken,IG1 2JY,1
Crust Pizza Ilford,IG1 4PU,3
Cucina Bettina,E18 1AD,5
CUPP Bubble Tea,IG2 6HW,5
D&D Cakes & Pastry,IG6 2DU,AwaitingInspection
Dada Coffee House,E18 2PB,2
Dama De Elche,E11 2PU,5
Dannys Pie & Mash,IG6 2DR,5
Delhi O Delhi,IG3 8BY,3
Delicious Cafe,IG1 1EF,5
Desi Fusion Flavours,IG6 3HD,5
Dessertz,IG1 4AF,5
Dilanis Fish Bar,IG4 5BQ,4
Dine Inn Restaurant LTD,IG2 6RF,5
Divine Ice cream ltd,IG2 6UU,5
Divino Wine Bar Lounge,IG2 6HW,5
Dixy Chicken,IG6 2AF,3
Dixy Chicken,IG1 2SB,5
Dixy Chicken,IG1 2DG,3
Dixy Chicken Ilford Ltd,IG1 4BL,3
dmbakess,IG1 1BP,AwaitingInspection
Dolce Espresso,IG2 6LL,5
Domino's Pizza,E11 2RJ,5
Domino's Pizza,IG6 2DQ,5
Domino's Pizza,IG2 6XQ,5
Domino's Pizza,IG8 7QF,5
Dominos Pizza Woodford Green,IG8 7HU,AwaitingInspection
Doner Plug,IG1 1XG,3
Dosa Rani,IG3 9UR,4
Dragon House,IG2 6RF,3
Dynasty Chinese Restaurant,E18 2PA,3
E Eighteen,E18 2PA,AwaitingInspection
East Ocean Cuisine,IG2 6PE,4
Eastwood Snooker Bar & Grill,IG2 6NE,5
Eatalian Takeaway,IG8 8PA,3
Eden Peri Peri,IG6 1HT,4
Edesa,IG1 1NE,1
EggStop,RM6 4AB,5
Elite Peri Peri,IG1 1TF,AwaitingInspection
Elixir Cafe Bar & Food Market,IG3 9TQ,4
Elmo’s,E18 2QH,5
Enish Restaurant and Bar,IG1 1NR,4
Essex Spicy Chicken & Pizza,IG1 4TD,3
Eton Manor Rugby Club,E11 2JA,4
