BusinessName,PostCode,RatingValue
#Coffee_Dope,UB6 8SJ,5
11 Coffee & Co,W5 3HU,4
1upcoffee London,W5 1UP,3
33 Thai Kitchen,W5 2HZ,3
4 Babki Ltd - Restaurant,W5 4QA,4
91 Guss,W3 7DD,5
A Broadway Kebabish,UB1 1QB,3
A Little Me Time,W5 3TA,3
A Pint Of Hops,W3 6AX,5
Aaban Cuisine,UB1 3HF,AwaitingInspection
Aahar Vegetarian Restaurant,UB1 1PS,3
Aattakkari Restaurant,UB6 0HL,1
ABC Cafe,UB1 1RT,3
Abi Fast Food,UB1 1ND,2
Abshar Grand Suite,W13 0SS,1
Abu Zaad,W13 0SU,5
Acton Cafe,W3 6PL,5
Acton Grill,W3 8SB,2
Acton United Services Club,W3 8AA,4
Acton Village Social Club,W3 0JH,4
ActOne Cinema And Cafe,W3 6NA,5
Actonians Sports Club,W5 4LL,4
Addictive,NW10 7JW,4
Aeronaut,W3 9BH,5
Afghan Sheeryakh Organic Ice Cream,W7 3TH,4
Ahsan Bilal,UB1 1LA,3
Ajimi Japanese Restaurant,W3 6BY,2
AJ's Family Kitchen Ltd,W3 8DU,5
Akaya Palace,W5 5AL,1
Al Arabi,NW10 7QE,3
Al Baladi,W3 6BS,4
Al Enam,NW10 6TD,5
Al Jazeera Somali Cafe,W13 0SY,4
Al Panini Cafe Bar,W13 0SU,5
Al Shahad,UB6 8TF,4
Al Shorfa,NW10 6ST,AwaitingInspection
Aladdins,W13 9DA,4
Al-Beik Restaurant,W3 6LE,4
AlBeiruti Lebanese Cuisine & Bakery,UB5 4AP,5
Albeit Alarabi,NW10 6QN,4
AlGali Lounge (Hawa Beirut),NW10 6HJ,4
Al-Haad,UB1 1LP,4
Ali Baba's,UB1 2NN,4
Ali's Berlin Doner,W5 2NP,5
Aliyah Takeaway (Shop),UB2 5AB,1
Allbars Vaping,NW10 7PT,Exempt
Almahmud Restaurant,UB6 8QU,5
AlYusef,UB2 5PL,AwaitingInspection
Amasi Lounge,UB6 7JD,1
Ambassador General Store,NW10 6QN,AwaitingInspection
Amigos Burgers And Shakes,W3 9BY,4
Amigos Burgers Southall,UB1 1DW,5
Amorino,W5 5DA,5
Amran Grill And Karahi House,W13 9AU,3
Anaya Lounge,W3 0SL,5
Andy's Quality Fish,W13 9RJ,4
Angel's Cafe,W5 1UL,3
Anita's Cafe Lounge,UB6 8UH,4
Anokha,W3 6BD,3
Apna Pind,UB2 4DG,5
Apna Punjab,UB2 5AB,4
Appose UK At Shepherds Bush Cricket Club,W3 7BP,5
Arammu Lounge,UB6 7PP,AwaitingInspection
Arcade Opco,NW10 6QN,4
Arg Restaurant,W13 9AU,3
Aria's Coffee Shop,UB2 4DF,1
Arise Coffee Roasters,W5 3SS,5
Aroma,W13 8JP,4
Aroy Thai Cafe,W3 6QS,4
Artisan,W5 2XA,3
Artisan Street Food Kitchens,W3 7QE,5
Asia Haweli,UB1 1SU,3
Atalian Servest Food Company At Tesco Distribution Centre,UB6 0TP,5
Atlantis Greek Restaurant,W5 1QX,4
Auntie Anne's,W5 5JY,4
Aunty's Cafe,UB2 4LQ,2
Avalana,W3 8DU,5
Avanti,W4 1LD,4
Avanti Tapas & Pizzeria,W3 9QP,AwaitingInspection
Aziz Kashmiri Tea,UB1 1LN,4
Bagel & Dough,W13 9BE,4
Bagel & Shake,W13 8RY,2
Bagel Bite,W5 2NT,3
Bagel Bite,W5 2NT,4
Bagel Factory,W5 2NU,5
Baity Restaurant,UB6 7DH,3
Balti House,W3 6PL,4
Bamboo Lounge,NW10 7LT,2
Bangla Coffee House & Sweets,UB1 1RT,3
Banooda Cafe,UB2 5HN,3
Bar 8,W5 3EL,5
Barako Coffee,UB1 3DB,2
Base And Sauce,W5 2TD,AwaitingInspection
Basilico Pizza,W3 7QE,5
Baxterstorey At Canteen Carphone Warehouse,W3 6RT,5
Baxterstorey River Island,W5 1DR,5
BD Point,UB1 1RT,3
BDK (Burhany Dark Kitchens),W3 9QA,3
Bears At The Cinema,W3 6NA,5
Beehive,W5 5DA,5
BeerKat,W5 2NP,5
Beijing Noodles / Olivia Pizza / Burrito&Tequila / Thai St F,UB6 9QH,5
Beit El Fezzani,W3 9RH,3
Beluga Restaurant,W5 3QS,3
Belvedere,W3 6QX,5
Benet Club,W5 2DZ,5
Bettyo's Kitchen,W13 9DA,5
Big Bird,W13 9DA,4
Big Bites Cafe,W7 3SL,5
Big Boys Cafe,UB6 8RE,2
Big Fellas Pizza,NW10 6HJ,5
Biggz Soul Food,NW10 6HJ,3
Bikeday Coffee,W3 7SB,AwaitingInspection
Biryani Hub Southall,UB1 3DA,1
Biryanimax,UB1 3DA,2
Biryanimax Ealing,W13 9RR,AwaitingInspection
Bistro U Kucharzy,W7 3SU,4
Bit's & Bite's House,UB2 4DQ,3
Bizzette,W5 3SS,AwaitingInspection
Black George,W13 9AA,5
Black Sheep Coffee,W5 5FA,5
Blank Street,W5 5JN,5
Blondin Park Community Cafe,W5 4UR,4
Blue Ocean ( Pitshanger ) London Limited,W5 1RH,3
Blue Orchid Restaurant,UB5 6AT,5
Boba Chai,W7 1LJ,4
Bon Appetit At Berkley West Thames,UB2 5LE,3
Bondi Juice,W3 6DH,4
Boof Restaurant,W5 5AH,5
Bookmark Café,UB6 7NT,5
Boom Battle Bar,W5 5FA,5
Boss Pizza Acton,W3 9QU,AwaitingInspection
Boston Manor Hotel Banqueting Suite,W7 2HJ,3
Boulangerie Jade,W3 6BH,3
Boulangerie Jade,W4 5LG,5
Bread Street Cafe - Ealing,W5 5DB,5
Brent Valley Golf Club,W7 3BE,5
Brentham Club & Perry Cafe,W5 1NP,4
BrewDog Ealing,W5 2TD,5
Bridge Cafe,W3 0AP,5
Brilliant Restaurant,UB2 5DZ,5
Broadway Fish Bar,W7 3ST,4
Broken Gate Cafe,UB6 0HY,3
Bronek's Park Cafe,W13 9QT,4
Brothers Kebab,W5 4RJ,3
Brothers Kebab,UB5 4RR,4
Brothers Kebabs,W5 4RJ,5
Browns Cafe,UB1 1BE,4
Bubble Chaai Lab,UB1 1SW,5
Bubble Chai,UB6 0HH,4
Bubble Lit,UB6 8SQ,5
Bubble Magik,W5 5JY,5
Bulsho Friends Cuisine,UB2 4BG,0
Bunify,W5 5AP,5
Buono,W3 6AY,3
Burger And Beyond,W3 8DU,5
Burger Boy,W3 9RH,AwaitingInspection
Burger House Ealing,W13 9BP,4
Burger King,W3 0PA,5
Burger Shack,UB1 1RT,4
Burgers Wings N Tings,UB2 4DD,4
Butchies,W5 5AA,5
Butler's Thai,W5 5ES,2
Butt Karahi,UB1 1LP,0
Buttermilk London,UB6 9PN,5
Cafe 51 Eighty,W13 9LL,0
Cafe 786,W5 1QX,3
Cafe Berry Limited,W13 8DJ,5
Cafe Des Sports,W3 7HB,4
Cafe Express,UB5 4RR,5
Cafe Florentine,W13 9SJ,4
Cafe Kebab,UB5 6LN,5
Cafe L'Amandine,W5 4QB,3
Cafe Leemoo,W13 8JP,5
Cafe Nell,W13 9RL,1
Cafe Ola,NW10 6QN,4
Cafe Paolo,W3 7RU,5
Cafe Rendezvous,UB6 7NT,5
Cafe Royal,NW10 7RE,2
Cafe Twenty Six,UB6 7JZ,1
Cafe Zee,W5 5AW,2
Cafesa Coffee Shop,W7 1LL,1
Caffe Nero,W5 2NP,5
Caffe Nero,W5 5AH,5
Caffeine Co.,UB6 8PX,4
Cakebox,UB6 8SJ,5
Cappuccino Cafe,UB6 7LA,1
Casa Bardotti Park Royal,NW10 7LQ,5
Caspian Sandwich Bar,W13 9AU,5
Castano Lounge,W5 5DB,5
Cathay Chef,W7 2DG,5
Cedar Of Lebanon,W13 9RR,4
Ceylon Chennai Xpress,UB1 2NP,3
CH & Co At Ferrero UK,UB6 0HE,5
Chaat Bhandar Uk,UB1 1QB,3
Chai Spot,W3 9BY,5
Chaiiology Southall,UB1 1QF,5
Chaiiwala,UB1 1QF,2
Chaiiwala,W3 9BY,5
Chaiiwala,UB6 9PN,5
Chaiiwala Ealing,W13 9BE,5
Chandni Chowk,UB1 1QF,4
Change Grow Live,UB2 4BQ,5
Chantal Cafe,W5 5JY,2
Charcoal Grill Royal Pizza Kungfu Woody Nights Little China,W3 6NG,3
Chaskaa,UB1 1JY,AwaitingInspection
Chatka Corner,UB1 1JY,2
Cheatmeals,W13 8SB,4
Chesters (Hanwell),W7 3ST,4
Chick Alley,UB2 5HA,3
Chick Filler,UB1 1RT,4
Chicken City,UB6 9QQ,5
Chicken City,UB6 9QQ,AwaitingInspection
Chicken City,W5 4QL,4
Chicken Cottage,UB6 0HY,3
Chicken Cottage,UB6 9BH,4
Chicken Cottage,UB5 5AB,4
Chicken Cottage Southall,UB1 1RQ,4
Chicken Grilly,W3 8HL,1
Chicken Guys,UB6 9PN,4
Chicken Guys,UB5 4RR,5
Chicken Hot,UB6 8PU,5
Chicken Kitchen,W3 9BY,4
Chicken Land Peri Peri,W7 1HA,4
Chicken Luxe Grill - Peri Peri,UB1 1SU,3
Chicken Palace,UB6 0HL,4
Chicken Spot,W3 9NJ,1
Chicken Valley,UB2 4AR,1
Chickenland Peri Peri,W3 6UL,5
Chickenland Peri Peri,W3 6PL,4
Chik'N,W3 7QE,5
Chik'N,NW10 6QN,4
China Garden,W13 9AA,4
China Gourmet,UB1 2NP,2
China Kitchen,W7 1JH,4
China Town Express / Pizza Knights / Kebab Knights,W3 8DU,AwaitingInspection
Chini Chor,UB1 1RD,4
Churros,W5 5JY,5
Cinnamon Cafe,W5 1QX,5
Clocktower Cafe,W7 3SP,3
Cloudy Cafe,UB6 9AY,3
Club Karma,W5 5DB,5
Cluck,UB1 3AF,0
Codfather Fish & Chips,W5 4RP,3
Coffe & Restaurant Kod Pirketa,W3 6ND,4
Coffee Time,UB6 8PX,4
Coffee4You,UB6 9RS,3
COJU,W5 2TD,5
Colour Sound Canteen,NW10 6PU,5
Come Dine On Wheels,UB6 0AA,4
Community Corner Café,W7 1PD,AwaitingInspection
Compass At Sainsbury's Distribution Centre,UB6 0DS,5
Comptoir Libanais,W5 5DB,AwaitingInspection
Costa Coffee,W3 6QX,5
Costa Coffee,W5 3NT,5
Costa Coffee,W5 5JY,5
Costa Coffee,W13 0SY,4
Costa Coffee,W5 4QG,4
Costa Coffee,UB1 3HW,5
Costa Coffee,W3 6EE,5
Costa Coffee,UB6 0UW,5
Costa Coffee,UB6 9BE,5
Costa Coffee @ Tesco,UB6 8DW,5
Costa Coffee Drive Thru,UB6 8DH,5
Costas Fish Bar,UB6 7DH,4
Cosy Lounge,W7 3PP,4
Cote Brasserie,W5 5DA,5
Cottage Peri Peri,UB6 8HN,4
Cottage Peri Peri,UB2 5HQ,4
Court Of Miracles,W13 0SU,4
Court Of Miracles Coffee Professionals,W13 9SJ,1
Creams Cafe Ealing,W5 5AH,4
