BusinessName,PostCode,RatingValue
' THE ARGENTINIAN '',NW1 8QP,1
/Veggie Vegan,NW1 0SP,AwaitingInspection
081 PIZZERIA,W1T 5ND,3
081 Pizzeria,NW1 0SS,3
1+1 Rougamo,WC1R 4PD,4
103 PARKWAY,NW1 7PP,2
1947 London Restaurant & Bar,W1T 1RR,0
1st Cafe / Karoon,NW3 7BN,5
2 Triton Square,NW1 3AN,AwaitingInspection
26 Grains,WC2H 9DP,5
28 Church Row,NW3 6UP,5
280 Degrees African Restaurant & Bar,NW6 2BY,5
3 Locks Brewery,NW1 8NZ,5
3 LOWEN LTD,NW3 6AJ,AwaitingInspection
373 Euston Road Cafe,NW1 3AR,5
"42 Kingsway,",WC2B 6EX,AwaitingInspection
49 Cafe,WC1N 1AP,4
52 Club,WC1E 6EB,5
64 Goodge Street,W1T 4NF,AwaitingInspection
A’DO’RE Fritto,NW1 8JZ,5
AB C MKT LTD,NW1 8JZ,AwaitingInspection
Abbey Community centre,NW6 4DJ,3
Abbey Tavern,NW1 9QB,5
Abeno Okonomi-yaki,WC1A 1LY,5
Abokado,WC1X 8SP,5
Acai Berry,NW1 8AH,0
Acai Berry,NW1 3BG,3
ACAI GIRLS,NW1 0SR,5
Aces and Eights Saloon Bar,NW5 2HP,5
ACES PIZZA,NW5 2HP,4
Acol Bridge Club,NW6 2LX,5
ACUARELA,NW1 0SR,5
Age UK Camden,NW3 6NS,5
Agra Restaurant,W1T 5EL,2
AHMED BAKERY,NW1 8PF,AwaitingInspection
AI GRANO COFFEE HOUSE,NW1 1JD,AwaitingInspection
Air Studios,NW3 5NG,5
Air Studios Lyndhurst Ltd,NW3 5NG,AwaitingInspection
Al Dente,W1T 1TG,5
Al Parco Pizzeria,N6 6JS,5
Alara Trading LTD,WC1N 1AB,2
Albasha,EC1N 7TJ,3
Albertini,NW1 1JH,5
Albion's Restaurant,NW1 8PB,5
Alex Plaice,NW6 2DG,5
Alexander The Great Restaurant,NW1 0JT,5
ALEX'S MEDITERENEAN,,AwaitingInspection
Alice House,NW6 1RD,5
All Bar One,WC1A 1HB,5
All Bar One,WC2B 6DX,5
ALL NATIONS VEGAN HOUSE LTD,NW5 3EG,5
ALL SEASONS RESTAURANT,NW5 3HN,AwaitingInspection
All Star Lanes,WC1B 4DA,5
ALMA,NW3 3AD,5
ALMAS RESTAURANT,NW8 0RH,4
Alpine Pizza Company,NW1 8QS,AwaitingInspection
ALQUDS,NW6 4JP,5
Alternative Acupuncture,NW6 4JD,AwaitingInspection
ALTONA POLI,NW1 2SA,5
AMAJLA'S CAFFE,NW1 3FJ,5
Amala Chai,N1C 4AY,5
Amarcord Museum,WC1A 1LH,4
AMELIA,WC2H 9DA,4
Amelie's Wine House,WC1E 7BS,5
AMERICAN PIZZA,NW5 3HS,AwaitingInspection
Americano,NW1 8NZ,5
Americano,WC1B 4DA,5
Amigos,WC1R 4AJ,5
AMIGOS BURGERS AND SHAKES (FRANCHISE),NW6 4JH,2
Amorino,NW1 7BU,5
AMORINO,W1T 2PJ,4
Amouage,NW2 3ET,5
AMPELI,W1T 2LZ,5
AN & CO,,5
