BusinessName,PostCode,RatingValue
&POCA,N22 6XG,5
1 to 3 Coffee,N8 9DJ,5
12th St Burger - Dynamite Wings,N22 6BH,5
3 Points Cafe,N17 0DH,5
3food4u,N15 5ED,5
4th Gardens African Grocery/Takeaway,N15 5DE,3
7 Friends Ltd,N15 4AJ,3
A Bar (The Alabar Lounge),N17 8ER,AwaitingInspection
A La Mesa ltd,N6 5AA,5
Abraco,N4 1AF,5
Acropolis,N15 4QF,2
Adali  Cake Show,N4 1JX,5
Adana Sofrasi,N17 9JB,5
AH Kitchen,N22 6XG,4
Alici's,N17 6AG,5
Ambassador General Store,N22 6XG,5
Ambiance Lounge Ltd,N15 4QF,AwaitingInspection
Amici Miei2go,N10 3HP,4
Andino Cafe,N6 5BN,5
Angels Cafe,N4 3ES,5
Anju Restaurant @,,4
Antepliler Doner,N4 1AQ,5
Antepliler Kunefe,N4 1AG,5
Antepliler Restaurant,N4 1AG,5
Antojos,N17 6UR,5
Antwerp Arms Association,N17 8AS,4
Apex German fish bar,N15 5LA,5
Apna Adda,N22 6YD,4
Armoni Coffee,N8 9DE,5
Aroma Cafe N2,N2 0PE,4
Art for Arts Sake,N10 1DJ,5
Arthouse Crouch End,N8 9BT,5
Asanka Flavors @,N17 6QN,5
Asda Living Store (Ritazza Cafe),N15 4QD,5
Asia Villa Restaurant,N17 7QY,5
Athens Grill,N8 0LT,5
Auntie's Unique Kitchen,N15 4AD,AwaitingInspection
Autograf Restaurant Limited,N15 3DA,5
Avenue'97,N8 0PX,5
Awesome Chips,N22 6YD,5
Ayanas & Trisa Fish & Chips,N15 4AD,5
AYAT V Cafe,N4 3EA,5
B G Zakuska,N8 0SJ,5
Bagel with shake,N17 0QT,4
Bagged @,N4 1TJ,5
Baleadas Express London,N15 4DJ,AwaitingInspection
Banana African Restaurant and Bar,N17 9TA,5
Banners Restaurant,N8 8TE,5
BAPS,N17 8AA,5
Bar @,N22 7UT,5
Bar Esteban,N8 8TE,5
Barbars Bazaar,N8 9BD,5
Bardhoshi Bar & Restaurant,N8 0QY,5
Bari Woodfire Pizzeria,N15 5AA,5
Barrio Latino,N15 4AJ,5
Basilico,N8 8SY,5
Be 'La Cafe,N6 5AA,4
Beam Cafe,N8 8PT,5
Bean + Brew Coffee Bar,N22 8HH,5
Beans & Barley,N8 0RE,5
Beast Tacos & Burritos @,N17 6QN,AwaitingInspection
Beer & Burger Store,N22 6XG,5
Bejoy Tandoori Restaurant,N11 2EU,5
Belash,N8 8PT,2
Belle Congolaise,N15 5DE,5
Belmeis,N10 1BT,5
Bengal Indian Cuisine,N8 9BT,4
Best Kebab Fish and Chips,N15 4DW,2
Best Kebab in Town,N15 4AD,5
Best Pizza and Doner Place,N17 8HH,5
BestTaste,N22 6XG,5
Bianca Pizzeria,N4 1EY,5
Bibi's Canteen @,N15 3PW,5
Bickels Yard Food & Drink Company @,N15 4JA,5
Big Boba,N22 6YD,1
Big Deez Kitchen,N8 7EA,5
Bistro Aix,N8 8PT,5
Bite To Eat,N17 0AE,5
Blankita Restaurant,N15 5NP,4
Bloomers Florist Cafe,N8 7PR,0
Blooming Scent Cafe,N17 8AA,5
Blue Bun Burger&Caffee Shop,N17 9QU,5
Blue Sky,N15 3PT,5
Blugate Restaurant,N17 0EY,5
Bob's Cafe,N10 3HA,5
Body By Ciara Ltd,N10 3QR,5
Body Works Gym,N15 4QL,5
Bohem Tap Room,N22 8NQ,5
Bolland & Crust,N22 6AG,4
Bombay Rickshaw,N6 5BB,5
Bon Appetit,N22 6TZ,5
Bon Appetite,,4
Bongo Bar Restaurant,N15 4DJ,5
Boom boom Piri Piri,N15 4QF,AwaitingInspection
Boomting Sushi @,N10 3HS,5
Borek & Gozleme Bakery Limited,N15 3NP,5
Bowes Cafe,N22 8NE,5
Brasserie Transylvania,N4 1DZ,5
BrazBQ Spetto,N15 6JU,4
Brewgle Limited,N8 9LP,5
Bring Back The Love,N15 6RD,5
Broadway Snack Bar,N10 1BT,5
Brooks Cafe,N22 6TR,4
Brothers Cafe &  Restaurant,N17 9SY,5
Brouhaha,N4 1AL,4
Brown Eagle,N17 8AG,5
Brown Eagle,N22 8HH,5
Bruce Burgers,N17 6UZ,4
Brunch on the Hill,N8 8AA,AwaitingInspection
B's Hive @,N22 8HF,5
Bubbleology,N22 6BB,AwaitingInspection
Bufala Di Londra,N8 8PT,5
Bulgogi Box,N22 6XG,5
Bund Restaurant,N2 9HP,3
Buon Vinello,N6 5AX,5
Burger King,N22 6YD,5
Burger King,N15 4QD,5
But First Coffee,N4 4QP,5
Butler's Food Limited,N4 3RN,5
Cafe @ Selby Centre,N17 8JL,2
Cafe Lemon,N15 5AA,5
Cafe Life (North London Comm Hse),N17 6PY,3
Cafe N15,N15 4DW,5
Cafe N6,N6 5AX,5
Cafe Ora,N8 0RG,5
Cafe Station,N22 6BL,5
Cafe Villa Dei Flori,N22 6YD,4
Caffe Bar,N22 8JW,AwaitingInspection
Caffe Nero,N6 5HX,5
Caffe Nero,N10 3HA,4
Caffeinate N10,N10 3SH,5
Caffeinate N8,N8 9DX,5
Can Cafe,N17 0YL,4
Candir,N15 4AJ,5
Capital Restaurant,N22 6DS,5
Carboys,N8 8SY,5
Caribbean Spice,N15 5BY,5
Catering Consultancy Services,N22 7UT,4
Celtic Bakers - Bakey Outlet,N17 9AA,5
Chaiiwala,N22 6YD,5
Chakra,N8 0RG,5
Changing Lives Forever - Tottenham @,N15 3EP,4
Chango,N6 5HX,4
Channel Lounge,N17 8AH,2
Charcoal Grill,N17 7QY,5
Charlie's Cafe & Bakery,N22 6YD,5
Chasing Dragon,N17 7BU,3
Chef Delight,N22 6BH,5
Cherry Blossom,N10 3JB,AwaitingInspection
Chesnut Cafe,N15 5BN,5
Chesters Great Tasting Chicken,N22 6UY,5
Chicha Bakery Ltd @,N4 1TJ,5
Chick Filler,N22 6EB,5
Chick King,N17 8AH,5
Chick Stop,N15 4DW,2
Chicken Bite,N17 9JB,4
Chicken Excel,N15 5NN,5
Chicken Express,N22 5DE,3
Chicken Express,N15 6JU,5
Chicken Express,N22 8JY,3
Chicken Valley Tottenham,N15 6JU,5
Chicken Ways,N4 1AN,5
Chickin Warriors,N17 8EY,5
Chicks House Pizza and Grill,N15 5DA,2
China Chef,N15 3PT,4
Chips Town,N17 8AH,5
Chopstix Noodle Bar,N22 6BB,5
Chriskitch Cafe,N10 1ND,5
Chuku's,N15 4AJ,5
Churros Buenos Kiosk,N22 6YD,5
Cilicia Cafe Restaurant,N10 1BS,4
Cleopatra Restaurant & Shisha Lounge,N8 0EP,5
Clissold Arms,N2 9HR,3
Cloud 9 Bistro Lounge & Shisha Grd,N22 5DJ,5
Cloud7,N8 7EA,AwaitingInspection
Cobbs Sandwich Bar,N8 7PS,4
Coconut Cafe,,4
Cocoro Highgate,N6 5AX,2
Coffee Break,N22 6AF,5
Coffee Circus,N8 9DX,5
Coffee delight,N6 4EJ,5
Coffee House C & H,N17 6UB,5
Columbian Coffee Limited,N15 5BT,4
Community Cafe,N15 6SE,4
Connect Bar and Restaurant,N8 0EE,5
Cool Carrot,N6 5BS,5
Coox,N8 8JQ,5
Cornelius Restaurant,N8 7QD,5
Corner Meze Bar,N22 8JY,5
Costa Coffee,N8 8DU,5
Costa Coffee,N22 8HH,AwaitingInspection
Costa Coffee,N15 4RR,5
Costa Coffee,N10 1DJ,5
Costa Coffee,N17 6SF,5
Costa Coffee,N6 5HX,5
Costa Coffee,N8 0QY,5
Costa Coffee,N4 1EY,5
Costa Coffee,,5
Costa Coffee,N15 4QD,2
Cote Brasserie,N10 1BY,5
Cote Brasserie,N6 5JL,5
Cozy Chicken,N22 5JH,4
Creams Cafe,N22 6EH,5
Creativity plus,N6 4EJ,AwaitingInspection
Crispy Dosa Wood Green Limited,N22 6BX,5
Crocodile Gallery Cafe,N10 3RU,4
Crouch End Best Kebabs,N8 9BJ,5
Crouch End Cricket Club,N8 8JP,5
Crouch End Picture House,N8 9BY,5
Crouch End Studio,N8 9SU,5
Crouch End Vampires Football Club,N10 1JP,5
Crunchtime,N8 7JP,4
Crystal Professional Catering Ltd,N17 6SB,5
Cube Restaurant,N8 9DE,5
Cup Tales,N22 8NG,5
Curry Cosheli,N8 9BE,AwaitingInspection
Cypriot Community Centre -GF Servery,N22 5HJ,5
D&A Top-Notch Wraps&Burgers/Veggie,N8 0DU,AwaitingInspection
D&E Fish and Chips,N15 6RD,1
Da'Arona,N15 6EP,5
Dacha,N2 0PE,3
Dapur CUK,N22 6XG,5
DB Tottenham Hale Ltd,N15 4QF,AwaitingInspection
De Dandanus,N17 8DP,3
Deli Ninety Eight,N15 6JR,5
Deli-Licious,N15 6JN,5
Deluxe Manna,N17 9NU,2
Dem Cafe,N15 4HL,5
Deniz Best Kebab,N15 5BY,3
Dersim Cultural Centre,N17 9HY,4
Deshi Kitchen,,AwaitingInspection
Desserts Divine,N4 3EA,4
Devran Restaurant,N4 1AJ,5
Dhool,N8 7LA,5
Di Lara,N22 6NL,4
Diamond Kebab House,N17 8EY,4
District 22,N22 6UP,1
Dixon Chicken,N11 2DN,2
Dixy Chicken,N22 8HH,2
Dixy Chicken,N17 6QA,3
Diyarbakir Restaurant,N4 1DU,3
DJ'S Burger Bar and Grill,N22 6YD,0
Domino's Pizza,N17 8ER,5
Domino's Pizza,N8 9BT,5
Domino's Pizza,N17 6QN,5
Doner Daddy,N22 6DR,3
Doppleganger,N8 9DE,5
Dot Dot @,N8 8PT,5
Downhills Park Cafe,,2
Dr Grill,N15 4QF,5
Dragon Chinese Restaurant,N8 8TD,5
Ducaale & Co Restaurant,N15 6EP,2
Durak Restaurant,N15 3PX,3
Durazzo Pizzeria Restaurant,N8 0RD,4
Durmus Catering,N22 8JA,3
E & G Kitchen,,AwaitingInspection
EFC Chicken & Pizza,N10 1DJ,2
El Botellon Latino,N15 4AJ,5
El Dorado Restaurante @,N15 5LA,5
El Loco Burrito,N8 9DE,5
Electric Grub,N15 5AJ,4
Elenis,N6 5AA,5
Elif Kitchen,N17 0UR,5
Ellas Bakery,N22 6EB,5
Elsie Cafe,N8 7RD,5
Enjoy Cafe,N17 9JB,5
Esplanade Club,N15 3PU,5
ESS Government Services @,N22 8HZ,5
Euro Cafe,N17 0EY,4
