BusinessName,PostCode,RatingValue
145 Coffee Shop,SW8 1XN,AwaitingInspection
2 Love,,3
24 The Oval,SW9 0JG,3
272,SW9 6AQ,3
500 Degrees,SW9 8BA,5
500 Degrees Herne Hill,SE24 0NG,5
5LiveFoods,,4
64th \& Social,SW4 7UL,4
7OZ Coffee,SW4 7SH,3
876,SW9 9JD,3
92BBQ,SE1 7AU,3
A.K. Chicken,SE27 9AU,3
Above The Stag Theatre,SE1 7TP,5
AC Fusion,SW9 7AE,AwaitingInspection
Ace Plaice,SE27 9DL,3
Adams,SW2 1QN,5
Adrians Café,SW9 7AY,1
Adulis,SW9 8PB,5
Adulis Restaurant,SW9 6BT,4
Aji Bakery,SE1 7PB,4
Aji Bakery Cafe,SE1 7PB,5
Aji Restauarnt,SE1 7PB,5
Al Dente Waterloo,SE1 7LH,5
Al- Jazeera Restaurant,SW16 6AB,2
Albion Hospitality,SE24 0HH,AwaitingInspection
Alcock Kitchen \& Restaurant,SE11 5SS,5
Ali Papa,SE11 4LD,4
All Bar One,SE1 7PY,5
Amended Registration To Be Resubmitted,SW16 1BJ,AwaitingInspection
Amici Restaurant,SE11 5QS,5
Amigos Burgers & Shakes,SW16 1BJ,5
Amira Kitchen,SW2 4UN,AwaitingInspection
AMT Coffee,SE1 7EH,5
AMT Coffee,SW16 5NT,5
Andalucia Patisserie,SW8 2JS,1
Annapurna Cafe,SW9 7TB,2
Anto's African Kitchen,SW16 6LQ,AwaitingInspection
Ape Lounge,SW9 9SL,5
Apollo Arms,SW4 0JT,4
Aquum,SW4 7UL,5
Arcade Coffee,SE24 0EZ,3
Arch,SW4 6DT,AwaitingInspection
Archduke Restaurant,SE1 8XU,5
Arepa And Co,SW8 1XW,4
Argan Restaurant,SW4 0BD,3
Arituculate Cafe,SW4 6QA,3
Aroma Tandoori,SW16 5NL,3
Asafo Restaurant,SW2 4EG,4
Ashmole Tenants Hall,SW8 1QB,4
Ashtar Lounge,SE1 7TP,AwaitingInspection
Asya Fish Bar And Kebabs,SE5 9PZ,5
Atmosfera,SE1 7TP,5
Atoca,SW8 2JH,4
Auberge,SE1 8UH,5
Avenida Brasil,SW8 2DQ,3
Aya Lebanese Cuisine,SW16 1BS,3
Azmarino Coffee,SW9 7DE,5
Azmarion Coffee,SW9 7AY,2
Azzurro Restaurant,SE1 7ND,5
Baba G,SW9 8PQ,3
Baby Spinach,SW16 1EX,5
Back Yardz,,4
Bagel Belly,SE24 0HJ,5
Bagel Boss,SW16 6EG,2
Bagel King,SW16 6LQ,5
Bagels & Waffles,SW4 7AB,5
Baguette & Co,SE5 9RS,5
Bakers Dozen Caribbean Roots,SW2 4EH,3
Balance,SE1 7RG,5
Bando Belly,SW9 8PQ,3
Banh Banh Vietnamese Kitchen,SW9 8QH,4
Bankside Cafe,SE1 8DQ,5
Bapjo,SE1 7AU,5
Bar 127,SE24 0NG,3
Bar 61,SW2 4TX,2
Bar Copabana,SW16 1DR,4
Bar Elba (Roof Top),SE1 8UL,5
Barrio South,SW2 5SG,5
BARRY'S BAR,SE27 9JS,4
Barsito,SW4 0BD,3
Batch & Co,SW2 4RD,3
Batch \& Co SW16,SW16 1BB,5
BaxterStorey Ltd,SE1 7ND,5
Baz And Fred,SW9 8PS,5
Be At One Bar \& Lounge,SW4 7AA,5
Bean About Town,SW9 9PP,5
Bebs Kitchen,SW2 5RJ,5
Bellefields,SW9 9SY,5
Bengal Spice,SW8 1HL,3
Benugo,SE1 7EU,5
Benugo,SE1 7LY,5
Benugo Bar And Kitchen @BFI,SE1 8XT,5
Berbere,SW4 0BD,5
Best Fried Chicken,SW16 3QG,3
Best Kebab,SW2 2TH,4
Best Kebab,SE24 0NG,5
BEWYLD LTD,SW16 1DB,2
BFC,SW9 6AG,3
Big Bad WolF Coffee,SW16 6NN,4
Big Chef,SW2 5RA,3
Birley's Sandwiches,SE1 7PE,5
Bistro Union,SW4 9NG,4
Black & Blue Restaurant,SE1 8RL,5
Black & White Cafe,SW9 8PU,2
Black Bear Burger,SW9 8LB,5
Blazin Patty Limited,SW16 6LQ,4
Blessed Take Away,SW9 8RZ,3
Blue Nile,,3
Blue Room,SE1 9PX,5
Bobo \& Wild,SW4 7AB,AwaitingInspection
Boca Chica,SW8 1SP,4
Bolney Meadow Community Centre,SW8 1EZ,4
Bombay Bicycle Chef,SW8 3RX,5
Bombay Inn,SW2 1HF,5
Bombay Kitchen,SW2 4UN,5
Bon Velo (Norwood ),SE27 9DJ,4
Bonnington Cafe,SW8 1TD,5
Booma,SW9 6AH,5
Boqueria,SW2 5UL,5
Bottle And Rye,SW9 8LF,5
Boxtogo,SE24 0HH,AwaitingInspection
BPK Cafe,SE11 6AA,3
Bramwells Fish \& Chips,SW2 1HT,4
Brasserie & Wine Bar Toulouse Lautrec,SE11 4RN,5
Brasserie Blanc,SE1 8YW,5
Brazilian Street Food,,4
Bread & Roses,SW4 6DZ,AwaitingInspection
Bread Ahead,,4
Breakfast And Chill,SE24 0EZ,5
Breathing Space Cafe,SE1 7AG,2
BrewDog,SW9 8LH,5
Brewdog,SE1 7BH,4
Brickwood Coffee \& Bread,SW16 6HG,5
Brickwood Coffee And Bread,SW4 7AB,3
Bridge Wine Bar,SW4 6DH,5
British Legion,SW4 0NW,4
Brix Fried Chicken,SW9 8SD,4
Brixton Bagel,SW9 7AY,3
Brixton Blend,SW9 8BN,5
Brixton Brew Bar,SW9 8PQ,5
Brixton Domino & Social Club,SW9 8RP,AwaitingInspection
Brixton Jamm,SW9 6LH,4
Brixton Kebab,SW9 9SL,5
Brixton Rotisserie,SW9 7AY,3
Brixton's Cod,SW2 5RA,2
Brixx Bar \& Grill,SW9 8JX,5
Brockwell Kebab,SE24 9BH,4
Brockwell Park Playground Kiosk,,3
Brooke,SW4 9LA,2
Brooks \& Gao,SW16 1EX,2
Brown \& Green,SE19 1QL,4
Bru Coffee & More,SW8 1GX,5
Brunswick House Cafe,SW8 2LG,2
Bubble Tea Time,SW9 7AE,4
Bubbles,SW4 0LB,4
Burger And Beyond,SE11 5JR,5
Burger King,SE1 7LY,5
Burger Mafia,SW16 6LG,3
Burnt Toast Cafe,SW9 8PS,5
Burrito Mex,SW12 9DY,5
Bus Cafe,SE1 8TE,3
Butchies,SW4 7UH,5
Butchies Unit 6,SE11 5JR,AwaitingInspection
Butter Up Cafe,SE27 9BQ,5
C.A.F.E.,SW9 8RU,5
Cable Cafe,SW9 6BU,3
Cafe,SW16 6AX,AwaitingInspection
Cafe Barcelona,SW16 6HH,5
Cafe Brixtonia,SW9 8PB,3
Cafe Cappodocia,SE27 9JU,3
Cafe Castelo,SE27 9BQ,3
Cafe Cholados Brixton,SW9 7AY,5
Cafe Del Marsh,SE1 7RG,5
Cafe Delight,SW4 7TS,5
Cafe Ishaq,SE1 7BL,3
Cafe Lulu,SE24 9DL,5
Cafe Nero,SW4 7UG,5
Cafe Nero @ Morleys,SW9 8EH,5
Cafe Nero Express,SE1 7LY,2
Cafe Nero Express (2),SE1 7LY,5
Cafe On The Hill,SW2 1AA,4
Cafe Paradou,SE19 1UA,5
Cafe Rio,SW9 8PD,4
Cafe Sol,SW4 7UL,2
Cafe St. Germain,SE19 1UD,5
Cafe Tana,SW2 1QN,4
Cafe Van Gogh,SW9 6BE,5
Cafe Zara,SW16 2ND,3
Caffe Luna,SE27 9QY,5
Caffe Nero,SW16 1BJ,5
Caffe Nero,SE1 8LL,5
Caffe Salva,SE21 8EZ,4
Cake Box,SW16 1EX,5
Cake Koture,,4
Cake Shop,SW9 6AQ,5
CakeBox Norwood,SE27 9DJ,5
Camile Thai,SW4 9JX,5
Caminetto,SW8 1QT,5
Campino,SW8 1HL,5
Canova Hall,SW9 8FR,5
Cantinho Do Goias,SW9 9AE,4
Capital Kebab,SE1 8LL,2
Caprini,SE1 8UD,3
Caribbean Mix,SW16 2ND,2
Caribbean Taco JerkAlicious,,AwaitingInspection
Caribbean Taste,SW2 4EG,3
Carmen,SW4 7AA,5
Carmine,SW16 1EX,4
Casa  Benfica,SW8 2JH,4
Casa Madeira,SE1 7TL,5
Casa Mofongo,SE5 9PA,4
Casheta,SW16 6AB,3
Castella Fish Bar,SW16 1HS,5
Cathedral Coffee Shop,SE27 9NR,4
Cattivo,SW9 8BA,5
Cavavin,SW2 1RH,AwaitingInspection
Cavendish Arms,SW8 2HJ,3
Caya,SW9 8QH,5
Cellar 107,SE21 8EZ,4
Cepes Funky Potters,,4
Champagne & Fromage,SW9 8PR,3
Charcoal Express,SW2 5TN,4
Chatbout,SW9 7TB,5
Chatime,SE1 7NW,3
Cheeky Guys Unit 8,SE11 5JR,AwaitingInspection
CheeMc,SE1 7AU,3
Chelo,,5
Cher Thai Eatery,SW4 0HB,3
Chew Fun,SE1 7LH,5
"Chicago Pizza, Fatboy Pizza, Mr Chinese & Jasmine Express",SW8 1XB,3
Chicken Cottage,SW2 4UB,5
Chicken Hub,SW4 7UH,AwaitingInspection
Chicken Treat,SW2 4UN,5
Chicken Trio Streatham,SW16 1EQ,5
Chicken Valley,SW16 6EG,5
Chicken Valley,SE1 7AB,4
Chicken World,SW2 5RA,1
Chilli Legend Inoodle Bar Tasty Malatang Unit 7,SE11 5JR,AwaitingInspection
China Spice,SW8 2NB,2
Chip Shop BXTN Ltd,SW9 8LF,5
Chishuru,SW9 8LB,4
Chopstix,SW9 8HE,5
Chung Chun Korea Hotdog,SW16 1BB,4
CJ,SW9 8LD,5
Clapham Fire Station,SW4 0JT,4
Clapham Kebab House,SW4 7TS,5
Clapham Kiosk Station,SW4 9DE,AwaitingInspection
Clapham Picturehouse,SW4 0AT,5
Claylands Fish Bar,SW8 1NY,4
Coco And Bibi At Kitchen 4,SW12 0PS,5
Coco Di Mama,,5
Coco's  Bar & Kitchen,SE11 4DA,5
