BusinessName,PostCode,RatingValue
01 Cafe Bar And Lounge,NW4 3XP,4
2 Bro's,N12 0EE,5
3 Fratelli Caffe,HA8 8NP,1
5Pals / 5Pals Pizzeria /Pals Grill / Pals Pizza,N11 3DA,4
805 Restaurant,NW4 3XH,4
93ºC Coffee,N3 3LD,5
A Putia,NW11 7TJ,4
Adam & Eve,NW7 1RL,5
Adana Charcoal Grill,HA8 7AU,4
Aghajoon,N3 1XP,1
Ahir Lorenzo's Bar Restaurant,N3 1RJ,4
Ahmed Tandoori,HA8 9QW,3
Ai Sushi,N12 9RA,3
Aladins Kebabish,NW9 7EA,4
Albanian Association,N12 0PD,5
Alexanders,N20 0BA,4
Allotments N11,N11 3EH,3
Alsdivine Cafe,NW9 7ED,4
Amaretto Restaurante & Pizzeria,NW4 3AS,5
Amaretto Ristorante & Pizzeria,HA8 7JZ,4
Amaretto Ristorante Pizzeria,NW11 8LN,3
AMG Costa Fish N Chips,N10 1HD,4
Amin Charcoal & Pizza,NW9 5XA,4
Amors Take Away,NW11 9NN,3
Ananas Patisserie,NW7 3TG,4
Angel Cafe,EN4 9DD,5
Angel Cafe,EN4 9BS,5
Angel Hill,NW9 5EQ,5
Annie's Freehouse,N3 2PA,5
Anuraag,EN4 8SS,2
Ariya Kitchen,HA8 0LD,3
Art Pizza,NW4 4AX,4
Ashmole Academy Trust,N14 5RJ,5
Ask Italian,N12 0GL,5
AT HOTIX,NW2 6QG,3
At Nanas,HA8 7JX,5
At Sophie's,EN4 8HG,4
Atariya Foods Golders Green Shop,NW11 0AL,4
Atariya Sushi Hendon,NW4 3UX,5
Atholl House,HA8 0FT,AwaitingInspection
Avenue House,N3 3QE,5
Awesome Chips,NW9 6RR,3
Awesome Thai,N12 9RA,4
Baba Wali LTD,NW9 7DY,1
Bagels Bar,NW4 2ES,5
Balady Alaesh,NW11 7TH,5
Balady One Ltd,EN5 5SJ,5
Bald Faced Stag,N2 8AB,5
BaliI Satay House,EN5 1AD,3
Bang Bang Chicken,HA8 9BU,5
Bangkok Lounge,N2 9ED,5
Bangkok Taste Thai Restaurant,N12 8LJ,5
Bank Food And Drink,NW7 3BU,5
Bar Hakuna Matata,N20 9HJ,5
Bar Linda,NW11 7RN,5
Baran Ocakbasi Restaurant,NW11 7TH,3
Barnet Bowls Club,,Exempt
Barnet Cafe,EN5 5SN,2
Barnet Elizabethans Rugby Football Club Ltd,EN5 4NS,4
Barnet Fish Bar,EN5 2RD,4
Barnet Food Share Coop,NW9 5XB,5
Barnet Grills And Restaurant,EN5 1EU,3
Barnet Star Kebab,EN4 8RF,3
Barnet Table Tennis Club,EN5 2DN,4
Basilico,N3 1XY,3
Baskin Robbins,HA8 7JX,5
BAW Pan Asian Cafe,NW7 3BU,5
Bayleaf Restaurant,N20 9HH,5
Bayleaf Takeaway,N20 9HJ,5
BB Grill House,NW4 2ES,4
BBQ Grill,N20 9HH,4
Bean Cafe & Bistro,EN4 8SS,2
