BusinessName,PostCode,RatingValue
% Arabica,E1 6AJ,AwaitingInspection
"1947 Restaurant, Bar & Pizza Kitchen",E1 7EX,5
2 Amigos,E2 0RN,5
2 Nigerian Boys,E1 6EA,AwaitingInspection
24 Karak,E1 6SA,5
24 Karak,E1 6QL,AwaitingInspection
3 Mien,E1 7EZ,4
3Kobros,E14 3RQ,4
65a Restaurant,E1 6AA,5
6burgerz,E3 4PL,3
93 Feet East,E1 6RU,5
A Corner Of The World,E2 6AH,5
A Fallen Poete,E3 5LU,5
A Portuguese Love Affair Deli Cafe,E2 7AX,5
Aba Ra,E1 6RL,2
Aberfeldy Big Local,E14 0NU,4
Aberfeldy Cafe,E14 0NU,5
Abokado,E14 9GQ,5
Acai Berry Canary Wharf,E14 4QS,4
Accent Catering,E3 2RU,5
Adana,E2 6AH,5
Adventure Bar,E14 5HA,AwaitingInspection
Afghan Grill,E2 6LG,3
Afrikana,E1 4AA,5
Al Kahf,E1 1JH,AwaitingInspection
Al Safa Grill,E1 5HR,5
Al Safa Grill,E3 4TN,5
A'la Pizza,E1 4AA,5
Aladin Restaurant Ltd,E1 6RU,4
Alan's Fish Bar,E14 6BL,5
Alauddin Sweets,E1 2PS,3
Albert,E3 5JL,5
Alcotraz,E1 6SA,5
Alhambra Cafe,E1 1JE,4
Al-Ikhwaan,E1 2LX,3
Al-Kahf Ltd,E1 1JE,4
All Star Lanes Restaurant,E1 6QL,5
Allpress Espresso,E2 7DP,4
Al-Noor Cafe,E1 4TT,3
Alter Leman Locke,E1 8EN,5
Amar Gaon,E1 6RF,3
Ambala,E1 1JE,5
Amber,E1 8GL,5
Amerigo Vespucci,E14 4QA,4
Amigos Burgers & Shakes Whitechapel,E1 1NL,4
Ananda By Thames,E14 3UU,5
Anchor Cafe,E14 7PG,5
Andina Spitalfields,E1 6LT,5
Andy's Bangin Burgers,E1 4AA,5
Angel & Crown,E2 0RY,4
"Anima d'italia, Simply Smashed",E1 4UN,4
Aniseed Restaurant,E14 8JH,3
Anondo Bazar,E2 0PG,5
Apples and Pears,E1 6TD,4
Approach Tavern,E2 9LY,4
Aqua Deli,E1 7LE,1
Aramark @ BP North Colonnade,E14 5HS,5
Arches Cafe,E2 6JN,5
Area 51 Limehouse,E14 8DN,4
Arepa & Co,E2 9LE,5
Ariana Restaurant,E3 4SE,4
"Arigato Sushi,Hamachi Sushi,Yummy Pasta,Noodles Bowl,Isha's Sumo Sushi",E1 0HY,5
"Aroy, Hungry Buddha, Indian Butler, Mi Sushi",E1 1SA,4
Artful Dodger,E1 8LG,5
Artizian,E1 8BB,5
Arts Bar and Cafe,E1 6LS,AwaitingInspection
Asia Villa,E14 0EG,5
Assenheims 56,E14 4HA,5
Astro Cafe Brunch,E2 0AN,3
Atalian Servest Food Co,E14 5HU,5
Atalian Servest Food Company,E3 2QP,5
Atis Canary Wharf,E14 5HX,5
Attendant Cafe,E14 9GE,5
Autograph at 10 SC Canary Wharf,E14 4PU,5
Av grill,E14 0NU,1
Awen Cafe Bistro,E3 5LX,5
B2B Snack Bar Ltd,E1 1DG,1
Baba G's,E2 6LG,5
Bacardi Global Brands Limited,E1 6FQ,5
Backstage Coffee,E1 6HR,4
Backyard Bar,E2 0EL,5
Badiani,E14 9QG,5
Bagel Eats,E14 6NL,4
"Bagel Express, Morning Birds, Breakfast Bagel",E1 7NJ,4
Bagel Factory,E14 5AB,5
Baguette Express South Quay,E14 9SH,5
Balman's Kebabs,E3 5QS,5
Bancroft Arms,E1 4RQ,5
Bank of NY Mellon Staff Catering & Hospitality,E14 4AB,AwaitingInspection
Bank Street Cafe,E14 5NR,5
Banoful,E1 2LX,3
Banoful,E14 0EG,5
Bao Bonanza/Varadon Japanese Kitchen/Sushi Sushi/Sushi Love,E3 4UR,AwaitingInspection
Baozilnn,E14 4EY,5
Bar and Block Steakhouse,E1 8PX,5
Bar Bolivar,E14 5AJ,5
