BusinessName,PostCode,RatingValue
200 Degrees,W4 2SX,5
AAQA Charcoal Grill,TW3 3PB,4
Abbey Riverside Hospital,TW8 9DR,5
Africado Restaurant,TW3 2QH,5
African Queen,TW4 5HL,2
Agasweetreats,,5
Age Concern Chiswick @ The Friendship Club,W4 4DT,5
Age UK Hounslow,TW14 8AP,5
Ahaa Dosa,TW3 3LF,3
Al Saggio,W4 1PU,4
Aladdins Fried Chicken,TW3 1QA,5
Albany Fish Bar,TW8 0NQ,3
Albany Spice,TW8 0JW,4
Al-Hashim Khyber Restaurant,TW4 5AP,5
Ali Baba Magic,TW3 4AJ,5
Alreem Lebanese Cuisine,,5
Ambala Foods,TW3 4AJ,5
Americano,TW3 1JQ,4
Amigos Burgers and Shakes,TW13 4BS,5
Amorino,W4 1PA,5
Amrit Lounge,TW3 3DA,3
Angie's Little Food Shop,W4 1PU,5
Annapurna Restaurant,W4 2ED,4
Annies Restaurant,W4 3QS,4
Appetiser,TW13 4BU,5
Aquarium Persian Restaurant,W3 8HR,4
Aramark Ltd,TW14 8HB,5
Argos,W4 5UT,5
Avanti Pizza & Pasta,TW5 0DR,5
Baba Jan's,TW3 1QT,5
Bagel Box,W4 2ED,5
Baghban Peri Peri,TW5 0BY,4
Balcao Ltd,TW5 9TY,AwaitingInspection
Ballucci,TW7 4BX,5
Ballucci Hounslow,TW3 1BH,5
Banh Mi 108,TW13 4HE,5
Banqueting by Wainwrights at HCC Sports and Social Club,TW3 4BX,5
Banya No 1,W4 5TF,5
Barley Cafe,,4
Bartlett Mitchell Inside Discovery,,5
Base Pizza and Drink,W3 8HR,5
Baxter Storey at Fullers Brewery,W4 2QB,5
Baxter Storey at International SOS Assistance UK,W4 5YE,5
BaxterStorey @ Cisco Systems,TW14 8HA,5
Bayleaves Tandoori,TW7 5BD,5
Beavers Lane Kebab House,TW4 7NW,4
Bedfont Cafe,TW14 8BL,4
Bedfont chicken and pizza,TW14 8BN,5
Bedfont Football & Social Club,TW14 9PR,4
Bedfont Kebab,TW14 8BS,4
Beehive Cafe,W4 2HD,5
Beijing Chef,TW13 6QA,5
Beijing House,TW7 4EP,5
Beirut Street Kitchen,W4 1RG,5
Beit Beirut,TW3 1EF,5
Best Kebab & Fish Bar,TW8 0NQ,5
Betty,W4 4PH,5
Bhagwan God of Food,TW14 0DH,4
Bickels Yard Food and Drink Co,TW8 0HJ,5
Bigbox Big Punjabi Flavours,TW14 9BP,AwaitingInspection
Birdy's Kitchen  @ London Museum of Water and Steam,TW8 0EN,5
BIRYANI HUB,TW4 7HW,3
