BusinessName,PostCode,RatingValue
08 Express Chinese Cuisine,CR0 8BJ,5
12 Acres Cafe,SW16 4BT,3
1885 Lounge,SE25 6EZ,4
328 Chinese Takeaway,CR5 3BE,5
4 Locos Argentine Steakhouse,CR8 2LA,5
400 Rabbits,SE19 3AH,5
A Torre,SE19 3RY,4
Abby's Grill Peri Peri,SW16 4DG,4
Abra Kebabra,CR0 8BF,5
Abshar,CR0 1BF,5
Adam's Cafe,CR0 2TD,4
Addington Charcoal Grill,CR0 0EQ,5
Addington Court Golf Club,CR0 9AA,5
Addington Golf Club,CR0 5AB,5
Addington Palace,CR0 5BB,5
Addington Palace Golf Club House,CR0 5BB,5
Addiscombe Sports & Social Club,CR0 6NE,5
Adeena's Kitchen,CR0 1NG,5
Affogato,SW16 4AQ,4
Afters Croydon Ltd,CR0 1DP,5
Agrobeso African Cuisine,CR7 7JJ,5
Akwaba Cheri's,CR0 2TA,AwaitingInspection
Albany Lodge Nursing Home,CR0 2BZ,4
Alistairs American Diner,SE19 3RY,5
Allianz,CR0 1PJ,5
Alma Tavern,CR0 6PU,5
AM Cafe And Bakes,CR0 6BB,4
Amera Rani,CR2 6AH,3
Amigos Burger Lounge,CR2 6EQ,5
Amigos Burgers And Shakes,SW16 4BE,AwaitingInspection
Amo La Pasta,CR0 1LD,5
AMT Coffee,CR0 1LF,5
AMT Coffee,CR0 1LF,5
Anfora,CR0 1YB,5
Angulina,CR0 8TE,AwaitingInspection
Anita's Kitchen,CR0 0XZ,5
Annas,CR0 1QH,5
Ann's Sandwich Bar,CR7 8JH,5
Anny's Express,CR7 7AW,AwaitingInspection
Anny's Restaurant,CR0 3JL,4
Antenna Studios Cafe,SE19 3AN,5
Apna Indian Cuisine,SE25 4UF,3
Applegarth Academy,CR0 9DL,4
Aqua Croydon Mediterranean Meze Bar & Grill,CR0 1BE,5
Archie's Burger & Shakes,SW16 4RW,AwaitingInspection
Argentinian Grill & The Noodle Bar,CR0 1LD,3
Art And Craft CR0 1RJ,CR0 1RJ,5
Asafo Takeaway,CR0 2HR,AwaitingInspection
ASKI,CR0 3PA,5
Astra Home,SE19 2PS,4
AT & K,CR0 3AB,5
