BusinessName,PostCode,RatingValue
2 Brothers Sandwich and Coffee Bar,N18 2XZ,3
2 Sweet Occasions,,5
57Main.co.uk,EN1 1DS,5
6Burgerz,EN1 3EE,3
6th Form Kitchen,N9 9TN,4
90 On The Green,N13 4PP,5
A Burgers,N13 4PJ,5
A Taste of Passion,EN3 4JZ,2
A1 Cafe,N9 0EU,4
A10 Cafe,N9 9JJ,5
Abby's Cafe C/o Selco,EN1 1TX,5
Ada Restaurant,EN1 3TN,5
ADEPA FOOD,N9 0TZ,3
Adil's Kitchen,N9 0LL,4
Admiral Casino,N18 2XB,5
Admiral Casino,N18 2XB,4
Agatha's Kebab House,N21 3NB,5
Akar Kebab,EN3 5JF,5
Aksam Gunesi,N9 8AG,2
Aksular Restaurant,EN3 5SS,5
Alan Pullinger Youth Cntr,N14 6BT,AwaitingInspection
Albany Tandoori,EN3 5UL,2
Alex's Cypriot Sandwiches,N14 5PA,2
Alhas Turkish Coffee House,N9 7HB,2
Aloha Poke,EN1 1SH,AwaitingInspection
Al's Coffee Bar,N14 4HY,5
Alxas Kom Community Centre,N18 1SX,3
Ambrosia Desserts,,4
Ambrosia Steak House,N21 3RB,4
Amma's Kitchen,EN3 4EZ,3
Andrews Fish Bar,N9 9TT,3
Annita's Cafe,N13 4PN,5
Anokhi Indian Fine Dine,N21 3SA,4
Antep Durumcusu Restaurant,N18 2XZ,3
Antep Evi,EN3 4HB,1
Antep Sofrasi London,N13 4TY,4
Aramark Ltd @ CONEL Enfield Restaurant,EN3 5HA,5
Arena Bar & Pizzeria,N14 5EH,1
Arnos Bowls Club,N11 1AP,AwaitingInspection
Arnos Kebab House,N11 1AN,2
Artisimo Greek Bakery,N21 3RE,4
Ashfield Cafe,N14 5EH,5
Aspen Services,N18 1NB,2
Aspen Services Ltd,EN1 1DS,3
Aspen Services Ltd,EN1 4JY,4
Aspen Services Ltd,N9 8LG,AwaitingInspection
Aspen Services Ltd,N21 1PD,5
Aspen Services Ltd,EN1 4RE,5
Aspens Services Ltd,N18 2ET,5
Aspens Services Ltd,N9 7PE,5
Aspens Services Ltd,EN3 7HH,AwaitingInspection
Aspens Services Ltd,EN3 4LA,4
Aspens Services Ltd,N18 1DE,5
Asteria,N13 4SP,3
Atalian Servest Food Company @ Tesco CFC,EN3 7XQ,4
Atalian World Servest Co C/O Tescodot.com,EN8 7RU,3
Attigo Academy Trust C/O,EN1 4UF,AwaitingInspection
Baba Lounge,N18 3AH,5
Babinondas,N13 5RY,5
Baker Street Cafe,EN1 3JY,1
Baltic,EN3 4XX,4
Bamboo Leaf,EN3 4ES,3
Band of Burgers,N14 6PH,4
Bar Cafe 222,N13 5UD,4
Bar Cafeteria Cibo,N14 6LG,5
Bar Taps,EN1 3EF,5
Barbanikos,EN1 1SA,AwaitingInspection
Barosi,N13 4SP,AwaitingInspection
Barrel Fish Bar,EN3 5SS,3
Bartlett Mitchell Ltd,EN1 2AA,5
Baxter Storey Ltd  THFC,EN2 9AP,5
Bayleaf Indian Takeaway,N9 8JD,3
BB's Coffee & Muffins,N9 0TT,4
Beijing Garden,EN3 5SD,3
Belfords Pizza,EN1 1DH,3
Bengal Berties,,AwaitingInspection
Best Cafe,EN3 5ST,5
Best Kebab House,N9 8LP,2
BG Max Restaurant 2,N18 1RG,3
Bickels Yard,N9 0TR,5
Big Eat,N18 2XZ,3
Big Panda,N9 0RR,3
Bim's,N9 0TY,5
Birdbros Kitchen,N9 9JS,AwaitingInspection
Bits and Boba,EN2 6LA,5
Bits N Boba,,5
bloqs Cafe,N18 3JR,3
Bloqs Cafe,N18 3QT,5
Blue Valley Fish Bar,EN1 4SB,4
Blueberry Cafe,EN2 9EE,5
Bluewater Fish & Chips Grill,N14 5BP,3
Bobabun,N21 2RX,3
Boliarka Cafe,N9 8AG,3
Bolyari Restaurant,N13 5TW,4
Bombay Spice,EN3 6AB,2
Bonema Brasserie,EN1 3EF,5
Bonito Cafe,EN2 6BN,4
Borneo Cafe,N13 4TN,5
Botany Bay Cricket Club,EN2 8AS,5
Boundary Hall & Snells Food Cooperative,N18 2TD,3
Bounds Green Bowls And Tennis Club,N11 2BS,AwaitingInspection
Brackendale Lawn Tennis Club,N21 3DH,4
Bramleys Restaurant,N14 4XA,5
Break Time,N9 9TR,4
Breakfast Club,EN1 4RE,AwaitingInspection
Breakfast Club,EN1 2NS,4
Breakfast Hut,EN3 6UE,3
Brooklyn Calzone,N13 4PJ,5
Broomfield Club,N13 5SZ,4
Broomfield Coffee Bar,N13 4PP,5
Brown Eagle Caribbean Cuisine,EN3 5SX,4
Buckle and Vaughan,N21 1AY,4
Buff Burgers,N13 5ED,3
Buffalo Cafe,EN1 1YT,5
Bujani Restaurant & Lounge,N13 4TD,4
Bullsmoor Cafe,EN1 4SB,2
Buna Oromia Coffee,N9 0LY,4
Burger King,EN1 4SE,5
Burger King,N14 5PA,5
Burlingtons Fish Restaurant,EN2 7AE,1
Bush Hill Park Bowls Tennis And Social Club,EN1 2QP,5
Bush Hill Park Golf Club 1895 Limited,N21 2BU,4
Bush Hill Park Kebab Takeaway,EN1 1DJ,4
Bush Hill Park PH,EN1 1BA,AwaitingInspection
Buzz Bingo,EN1 3FB,3
C & H Coffee House,N9 8JD,AwaitingInspection
Cafe Brunello's,N21 3RX,4
Cafe Cockfosters,EN4 0DZ,5
Cafe Cristo,N13 5XG,5
Cafe La Casita,N14 4UT,5
Cafe Santiago,N13 5EW,3
Cafe Venezia,N21 1PG,5
Cafeteria,EN1 2HL,1
Caffe Massarella C/o Pearsons,EN2 6LJ,5
Caffe Nero,EN2 6BP,1
Caffe Pausa,EN1 3RR,5
Cannon Fish Ltd,N14 6LH,5
Cannons Fish and Chips,N14 6LH,5
Capital Restaurant,N9 0PD,5
Caribee Ltd T/A Cee Bee,N9 7ES,5
Cengo Ocakbasi,EN3 6PR,5
Centre VR (SPVR),EN2 6BP,AwaitingInspection
Champs Chicken and Pizza,EN2 6BA,4
Charcoal Grill,EN1 1PJ,5
Chaseside Restaurant,EN2 0PN,2
Chaseville Cricket Club,N14 4AB,AwaitingInspection
Chaseville Fish and Chips,N21 1PG,5
Chaudhrys Somali Cafe,,AwaitingInspection
Chennai Spice,N9 7ER,3
Chestnut Tree,N13 4YD,5
Chi Chi's Coffee & Waffle House,N13 5RY,5
Chick Filler/Burger Shack/Peri Shack/Loaded Wings & Shakes,EN3 4EZ,5
Chicken & Pizza Express,N9 0NR,4
Chicken Art,N9 9DX,5
Chicken Corner,EN1 3LA,AwaitingInspection
Chicken Cottage,N18 2TZ,3
Chicken Express,N18 2XB,3
Chicken Hut,EN3 4EZ,5
Chicken Shed Theatre,N14 4PE,5
Chicken Time,N11 1AN,AwaitingInspection
Chicken Zone,N18 2TY,3
Chickin Warriors,N21 2QS,3
China Kitchen,EN3 5EP,4
China Rose,N9 7ER,3
Chippers of Cockfosters Ltd,EN4 0BX,5
Choi's Slow Boat,EN3 5XH,2
Chos Magic Wok,N13 5ED,3
Chubby Gourmet Burgers/Thubby's Fried Chicken,EN1 1YU,5
Chunk of Green Cafe,N14 5EH,2
Chunk of Green Wholefoods,N14 5EH,5
Churchill Contract Services Ltd,EN3 7XQ,5
Cineworld Cinemas,EN1 1YQ,5
Citir 27,EN3 5TA,5
Classic Kebab & Grill,N13 4SE,4
Claud W. Dennis-Coffee,N14 5BP,5
Club & Bar,,AwaitingInspection
Coal City Restaurant,N18 2TW,5
Cobblers Cafe Ltd,N18 2TY,4
Cockfosters Bowling Club,EN4 9JG,5
Cockfosters Cricket Club,EN4 9JG,3
Cockfosters Football Club,EN4 9JG,3
Coffee Beans,N9 7ER,3
Coffee Break,N21 2SH,5
Coffee Garden,EN3 6GS,4
Coffee Island,N14 5EJ,3
coffee@cal's,N21 1RE,5
Combeh & Eve's Kitchen,,4
Compass Group t/a Dee Dee's,EN3 7PS,5
Compass Group UK & Ireland,,4
Conway Cafe,N14 7BD,4
Conway Lawn Tennis Club,N14 7BD,AwaitingInspection
Cook Eat Joy,,5
Cookie,N14 4UT,5
Cooking Champions CIC,N21 1RJ,5
Corba Dunyasi,N9 7ES,2
Costa,EN3 5JG,4
Costa,EN1 1TH,4
Costa,EN2 6SN,5
Costa,EN3 4DP,4
Costa,EN1 1AJ,5
Costa,N9 0EH,4
Costa,N14 5BP,5
Costa,N18 1QX,5
Costa Coffee,N13 4JG,5
Costa Coffee,EN2 8JL,5
"Costa Coffee, Unit 1 Silverpoint",N18 2FF,5
Country Club,N14 4UW,5
County Fried Chicken Burgers,N9 7ER,3
Cousins Professional Snooker Club,N18 2XB,5
Crave & Replenish C/o Island Fitness Centre,EN3 6GS,4
Creams and Waffles,N9 8HX,5
Creams Cafe,N14 5PA,3
Crews Hill Gardening Club Caf‚,EN2 9BQ,4
Crews Hill The Little Cafe,EN2 9BH,4
Crispify Grill & Pizza / Waffle&Shake Delight/Pizza & Burger,EN3 7JU,3
Crown & Horseshoes,EN2 6PZ,5
Crown And Anchor,N18 2QD,5
Cuckoo Hall Estate Community Assoc,N9 8DY,AwaitingInspection
Cukur Dining Lounge & Shisha Bar,EN3 4ES,4
Culture Palace,EN2 6SN,5
Curry Hut,EN2 0BX,1
Curry Queen,EN1 1DA,3
Cyprus Social Club,N13 5PD,1
De Mama's Kitchen,EN3 4ER,3
Deco Bakery LTD,N18 1RE,3
Dee's West Indies Bakery,EN3 5SS,5
Deli Twist,N9 0TT,4
Delicasil,EN3 6UP,3
Delicious Point,EN3 4ES,0
Delisino Brasserie,N14 5HD,4
Deliveroo SP Ltd,EN1 1SH,5
Deraliye,EN4 0DP,3
Deserie Meze Bar,EN4 0BX,5
Devi Deluxe,N13 4SP,5
Dicarlo's,EN1 1SA,4
Dicey Rileys Public House,N18 1PY,4
Dionysus,N14 6EB,AwaitingInspection
Diora's Cafe & Lounge,EN3 5UQ,2
Dipali Restaurant,N13 4PP,3
Dixy Fried Chicken,N9 8AG,4
Dixy Original,EN3 6AE,2
Dog And Duck,N21 3LH,AwaitingInspection
Domino's Pizza,N9 0TY,5
Domino's Pizza,N13 5TW,5
Domino's Pizza,N13 4TN,5
Domino's Pizza,N21 2AX,5
Domino's Pizza,EN3 5TD,5
Domino's Pizza,EN2 0JN,5
Doms Cafe,N13 4SP,4
Donart Cafe,EN2 0QN,5
Doy Doy kebab,EN2 6ED,1
Doyle's,N14 4XA,5
D's Kitchen,EN3 7RS,AwaitingInspection
Durants School,N14 6BS,5
Durumcu Ali Baba,EN3 7HG,2
Dynasty,EN3 6AF,2
Eagles Hill,N14 6LH,4
ECA Lunchoen Club,N9 0BU,AwaitingInspection
Eco Bravo,EN2 0JH,5
Edmonton Baptist Church-Luncheon Clu,N9 0LS,5
Edmonton Community Partnership,N18 2UG,AwaitingInspection
Edmonton Conservative Club,N9 7EY,5
Edmonton Greem Community Pantry,N9 0NX,4
Edmonton Sports & Social Club,N9 9HL,AwaitingInspection
Edmonton Station Cafe,N9 9DX,3
EHL-I ANTEP,N9 0NR,5
Ekin Kebab,N18 1RP,3
Ela Cafe,N18 2NP,3
Elena's Kebab Shop,N18 2NA,3
Eley Cafe,N18 3BH,2
Elite Peri Peri (Edmonton),EN3 6AB,3
Ellinikon Greek Bakery,N14 5BT,AwaitingInspection
Empire Hot Food ltd,N18 1AA,AwaitingInspection
Enfes Ocakbasi,EN3 5BH,2
Enfield Barista,EN1 2AA,4
Enfield Chase Tennis Club,EN1 2LH,5
Enfield Cricket Club,EN1 2RY,4
Enfield Eats,,5
Enfield Golf Club Ltd,EN2 7DA,4
Enfield Highway Conservative Club,EN3 6LZ,5
