BusinessName,PostCode,RatingValue
139 Coffee,KT2 5NZ,4
208 Korean Bakery,KT3 3ST,5
36 Streets Food,KT1 1JT,1
A Star Coffee,KT9 1QF,5
Ace Kebabs,KT6 5AR,5
Agra Tandoori,KT6 6HE,3
Akbar Restaurant,KT2 5EH,4
Al Forno,KT3 4BP,5
Al Forno,KT1 1LY,5
Al-Amin Tandoori Take Away/Tuk Tuk Express,KT1 3NG,4
ALB Lounge,KT6 7HT,4
Alcheme,KT6 5LR,4
Alfie's,,4
All Saints Cafe,KT1 1JP,5
Allegro,KT6 4JU,4
Alreem Lebanese Cuisine,KT3 4QE,5
Amorino,KT1 1TP,4
AMT Coffee Ltd,KT1 1UJ,3
Anar Kitchen \& Bubble T London,KT2 6QF,2
Apex Catering,KT9 1TR,5
Aramark @ Adventure Point Cart,KT9 2NE,3
Aramark @ Adventure Point Hot Dogs,KT9 2NE,5
Aramark @ Airstream Wild Asia 1,KT9 2NE,5
Aramark @ Airstream Wild Asia 2,KT9 2NE,5
Aramark @ Barrows (Dragon Cart Starslush),KT9 2NE,3
Aramark @ Captains Fish And Chips,KT9 2NE,4
Aramark @ Coffee Hut,KT9 2NE,4
Aramark @ Costa Truck,KT9 2NE,5
Aramark @ CWOA Azteca Hotel (Temple),KT9 2NE,5
Aramark @ CWOA Safari Hotel,KT9 2NE,5
Aramark @ Dirty Fries,KT9 2NE,5
Aramark @ Donut Express,KT9 2NE,5
Aramark @ Donut Shack,KT9 2NE,5
Aramark @ Dragon Delights,KT9 2NE,5
Aramark @ Dragons Lair Café,KT9 2NE,5
Aramark @ Drop N Chicken,KT9 2NE,5
Aramark @ Granny Apple Fries,KT9 2NE,5
Aramark @ Gruffalo Bites,KT9 2NE,5
Aramark @ Hydration Station,KT9 2NE,3
Aramark @ Icee 1,KT9 2NE,5
Aramark @ Jumanji,KT9 2NE,4
Aramark @ KU Kingston Hill Business School,KT2 7LB,AwaitingInspection
Aramark @ KU Kingston Hill Food Store,KT2 7LB,AwaitingInspection
Aramark @ KU Kingston Hill Library Cafe,KT2 7LB,AwaitingInspection
Aramark @ KU Knights Park Food Store,KT1 2QJ,AwaitingInspection
Aramark @ KU Penryhn Road Library Cafe,KT1 2EE,AwaitingInspection
Aramark @ KU Penryhn Road Picton Cafe,KT1 2EE,AwaitingInspection
Aramark @ KU Tolworth Sports Ground,KT4 7QH,AwaitingInspection
Aramark @ Pizza Pasta,KT9 2NE,5
Aramark @ Smokehouse Grill,KT9 2NE,5
Aramark @ Staff Canteen/Diner,KT9 2NE,3
Aramark @ Tacoteria,KT9 2NE,4
Aramark @ Tiger Bites,KT9 2NE,AwaitingInspection
Aramark @ Tiger Treats,KT9 2NE,5
Aramark @ Vampire Burger Kitchen,KT9 2NE,5
Aramark @ Waffles And Ices,KT9 2NE,5
Aroma,KT3 3PA,3
Azit,KT3 4NU,3
Bab,KT3 3ST,3
BaBa Bar,KT2 6RD,5
Bacchus Late Bar & Venue,KT1 1RJ,3
Bagels & Dough Limited,KT1 2HG,3
Bamanoosh,KT6 6AW,3
Band Of Burgers,KT6 7DJ,5
Bar Malden,KT3 4HG,5
Barwell Kebabs,KT9 2HU,4
Batterfly Fish & Chips,KT2 5QG,5
Batterfly Fish & Chips,KT5 9AG,5
Beanberry Coffee Company,KT1 1SZ,5
Best Kebab And Pizza,KT1 3NQ,3
Bills Restaurant,KT1 1QN,5
Bindaas,KT2 7NH,AwaitingInspection
Biryani Guys,KT2 5EB,5
Black Swan Cafe,KT6 6AW,3
Blondes,,5
Bloom Sandwiches,KT9 2PH,AwaitingInspection
Boat,KT6 4QH,4
Boaters,KT2 5AU,5
Boho Cafe,KT2 5HA,5
Boho Cafe,KT2 5JF,5
Brave New World,KT5 8RA,5
Break Time Andalucia,KT3 3SS,3
Broadway Cafe,KT6 7HR,3
Browns Bar & Brasserie,KT1 1HT,5
Brunch Cafe,KT5 8BH,4
BUBBLE CITEA,KT1 1TR,AwaitingInspection
Bubbleology,KT1 1RJ,5
Bubbles Shisha Cafe,KT1 2HT,5
Bulgarian House Restaurant,KT6 7AQ,4
Burger Plus,KT6 7HT,3
Burger Stop,KT1 2HG,AwaitingInspection
Burlington Cafe,KT3 4NT,3
Busaba Eathai,KT1 1QN,5
Button Catering,,5
Cafe Chiato,KT3 4TA,4
Cafe Delight,KT6 7HF,5
Cafe Galio,KT3 4BP,5
Cafe La Cigale,KT1 1ST,5
Cafe Nero,KT6 4JU,5
Cafe Rosa,KT5 9AG,3
Cafe St James,KT6 4QH,3
Caffe Nero,KT3 4BW,5
Caffe Nero,KT1 1BP,3
Caffe Nero,KT1 1SZ,4
Caffe Nero,KT1 1TX,0
Cah Chi Korean Restaurant,KT3 3PB,5
Cake & Bingsoo,KT3 4BY,5
Cake Owls,KT2 5BX,5
Canbury Secret Cafe,KT2 5AJ,5
Capital Cafe,KT3 5PD,5
Cappadocia,KT1 1SW,5
Caribbean Classic,KT9 1DR,5
Casa Visca,KT6 7JD,3
Cave Coffee Lounge,KT1 2HT,3
Cento Uno,KT6 4AW,5
Ceylon Village,KT3 4LR,5
Cham Doshirak Ltd,KT3 3NX,3
Chargrill (Surbiton),KT6 4NS,5
Chelsea FC,KT1 3PB,5
Chennai Dosa,KT3 4LR,2
Chessington Bowls Club,,5
Chessington Garden Centre - Sedum Restaurant,KT9 2NG,5
Chessington Palace Kebab & Fish Bar,KT9 2RT,5
Chessington Sports Centre,KT9 2JS,5
Chicago Pizza,KT6 7AQ,4
ChiCha Taiwan,KT3 4HE,5
Chick & Chick,KT1 1ST,3
Chick And Beers,KT3 4QE,5
Chicken King,KT6 7HR,5
Chicken Star,KT6 5BZ,5
Chicken World,KT3 5PD,3
Chicken World,KT1 2HT,4
Chickenland,KT6 7DJ,3
Chickenland,KT6 5LX,4
Chickenland,KT9 1NU,4
Chilli Cha Cha,KT1 2HT,5
Choice Cake & Coffee,KT3 3NX,4
Choi's Wok Take-Away,KT6 7EL,4
Chopstix,KT1 1NR,5
Christ Church Primary School Breakfast & After School Club,KT3 3TW,4
Cinammon Bar \& Restaurant,KT9 2AJ,5
Clock Tower Cafe,KT6 4QR,3
Coco And Lime,KT2 7AY,5
Cod Upon Thames,KT1 3LU,3
Coffee & Dolce,KT2 5BZ,4
Coffee Break,KT1 1EP,5
Coffee On The Corner Surbiton (Ltd),KT5 9AW,5
Coin De Paris,KT1 1SF,3
Colliers Wood United Football Club,SW20 0AA,4
Comptoir Libanais,KT1 1QN,5
Cool Coffee Shop,KT6 7LN,5
Coombe Hill Golf Club,KT2 7DF,4
Coombe Wood Golf Club,KT2 7NS,AwaitingInspection
Corinthian Casuals Football Club,KT6 7NA,3
Coronation Hall,KT6 4LQ,5
Costa,KT3 4BP,5
Costa,KT1 1JH,4
Costa,KT6 4JZ,5
Costa,KT1 1TR,5
Costa Coffee,KT6 7DQ,5
Costa Coffee,KT6 7DW,5
Costa Coffee,KT1 1TP,5
Costa Coffee Shop,KT2 7QB,5
Cote,KT1 1QN,5
Country Bakers,KT6 7HT,2
Court Farm Cafe,KT4 7QH,5
Craft And Crumb,KT9 1RH,5
Creams,KT1 1QY,5
Crepe & Roll,KT1 1DJ,AwaitingInspection
Cross Road Fish Bar,KT2 6HG,5
Da Pai Bang Beef Noodles,KT3 4NS,3
Dallas Fried Chicken,KT1 1QT,4
Deea,KT2 5BZ,4
Deer Cafe,KT2 7AF,AwaitingInspection
Dimpu's Momo Junction,,5
Ding Tea London - 1LTD,KT1 1PH,5
Dinos,KT5 9NN,3
"Dliscious, David Lloyd Leisure",KT1 1QJ,5
Dominos Pizza,KT6 4PJ,5
Domino's Pizza,KT2 7NH,5
Domino's Pizza,KT6 7HT,5
Domino's Pizza,KT3 4BY,5
Don Corleone,KT1 1SS,3
Don Emilio Italian Restaurant,SW15 3PS,4
Doosra,KT6 7AQ,5
Dorich House Museum,SW15 3RN,5
Duke Of York,KT6 4NQ,4
East India Restaurant,KT6 5LX,3
Eden Kebab,KT1 1EE,4
Eff Cafe,KT6 5BZ,5
El Cafetal Speciality Coffee,KT5 8LS,5
