BusinessName,PostCode,RatingValue
12th Street,RM5 3NX,5
2 Spice,RM14 2TH,4
4 Coffee First,RM7 0JR,AwaitingInspection
4 Coffee Lounge,RM1 4YD,4
A&D_allaboutfood,,5
Abella Cafe,RM5 3PR,4
Abigails Cafe,RM14 3BU,4
Abigail's Cafe,RM7 0DA,5
Ace Creams & Tapas,RM14 2SJ,4
Admiral,RM1 1RB,5
AFC Hornchurch,RM14 2LX,Exempt
AfroBites Mixes,RM5 2UD,Exempt
Afrrito Ltd,,5
Al Fatah Kitchens,,AwaitingInspection
Alan's Fish Bar,RM1 4YD,5
Albz Restaurant,RM1 2HU,4
Aleisha's Bakes,,5
Ali Baba,RM12 5AB,5
Ali's Cafe,RM13 9BU,5
All Saints' Church,RM14 3YB,Exempt
Allmans Catering,,5
Al's Pie & Mash,RM12 4UH,3
Amana Trust,RM4 1PB,5
Amen Ethiopian Cuisine / Amen Jerk BBQ / Amen Tropical,,5
Andrews Catering,,5
Angeli Fish & Chips,RM12 6RJ,5
Angels Cakes,,5
Anjum's Food,RM1 2EL,5
Aozora Hounchurch,RM11 1ST,1
Aozora Sushi,RM12 4SA,3
Apna Dhabba,,4
Archers,RM2 5HA,5
Ardleigh Green & Havering-atte-Bower Cricket Club,RM4 1QH,Exempt
Aroma / Spice Garden,RM1 1JL,3
Array Essex,RM3 0NP,5
Asfa,RM13 8TD,Exempt
Asia Spice,RM1 2JH,4
Asia Villa,RM1 2JT,4
Atalian Servest Food Company,RM13 8GJ,5
Atalian Servest Food Company,RM1 1DS,5
ATIK,RM1 1SS,5
Auntie Jens,,5
Awesome Dessert,RM1 3ED,4
Baileys Bakes,,5
Baked Stunners,,5
Bakery Station,RM1 3PJ,3
Baking Creations,,AwaitingInspection
Balgores Best Kebab,RM2 6BP,4
Bamboo Bay,RM1 3RL,5
Bamboo Garden,RM3 0BP,3
Bamboo Japanese Takeaway,RM13 8DR,4
Banging Bakes,,5
Barfia,RM11 2LG,4
Barracuda Seafood & Grill,RM14 2TU,5
Basil Wood Oven Pizzeria,RM7 0JU,3
BB's Coffee & Muffins,RM1 3EE,5
Be Super Human Official Ltd,RM12 2AA,5
Beam Park Cafe,RM13 8ES,5
Bedfords Park Visitor Centre,RM4 1QH,5
Bekash Tandoori,RM1 2LA,5
Bekes Kitchen,RM7 0HL,Exempt
Belhus Woods Country Park Visitors Centre,RM15 4XJ,5
Bell & Gate,RM5 3JB,5
BellaDory Bake Away,,5
Berry Hazel,,5
Berwick Manor Hotel,RM13 9EL,4
Besi Bar Restaurant,RM1 1DL,3
Betfred,RM14 2AT,Exempt
Bhais Dessert Bar,RM5 3PA,5
Biryani Stop,RM1 2HS,AwaitingInspection
BK90 Restaurant & Lounge,RM13 7BS,3
Blue Bengal,RM11 1QJ,4
Blue Lagoon Caribbean Ltd,RM11 3YD,AwaitingInspection
Blue Orchid,RM1 1DA,5
Boba Garden,RM1 3ED,5
Boba Tigers Sushi & Bubble Tea,RM1 3EE,4
Bollywood Restaurant,RM5 3PJ,5
Boutique Cake Studio Ltd,,5
Braza,RM1 1RS,5
Bread & Breakfast,RM3 8RH,4
Bretons Manor Ltd,RM13 7LP,3
BrewDog Upminster,RM14 2UB,4
Bri’s Kitchen,,4
Brick Lane Bagel Co,RM5 3PL,5
Brick Lane Bagel Co,RM2 5EL,5
Bright Futures Kids Club,RM3 9EN,5
Britannia Cafe,RM13 9YS,5
Brooklyn's Eat Out,RM14 1DZ,4
Builders Bakes,,5
Burgaholic/ Wingaholic,RM11 1QJ,4
Burger Boyz,RM12 5AS,4
Burger King,RM11 1PZ,5
Burger King,RM1 1RB,5
Burger King,RM7 7JJ,5
Burlington Fish & Chicken Restaurant,RM2 5HA,5
Buzz Grill,RM13 7PP,5
Ca La Mama,RM2 6BT,5
Cafe 108,RM11 2SH,5
Cafe 23,RM5 3NR,5
Cafe 4 You,RM14 1XN,5
Cafe 90,RM3 9PH,3
Cafe Break,RM3 0BP,5
Cafe Bueno,RM1 1HR,5
Cafe Chateau,RM1 1BH,5
Cafe Expresso,RM3 9AA,5
Cafe Fino,RM1 3ER,5
Cafe in Cranham,RM14 1XJ,5
Cafe Inn,RM1 3RJ,3
Cafe Royale,RM2 6HS,4
Cafe Shot,RM1 2EL,5
Cafe Sixty 6,RM1 2EP,3
Cafe Treats,RM1 3ER,5
Cafe with a Purpose,RM14 3EH,4
Cafe2U Rainham,,5
Caffe Della Continental,RM1 3EE,5
Caffe Gelato,RM14 2AH,5
