BusinessName,PostCode,RatingValue
& Feast,SW13 9HH,5
11 Coffee & Co,SW14 8QR,5
1910 Coffee House,KT1 4BY,4
1A Duke Street,TW9 1HP,5
4Mama,,AwaitingInspection
50 Hill Rise Bistro,TW10 6UB,AwaitingInspection
8WR Cafe,,5
A Cena,TW1 2EB,5
Accent Catering Services Limited,TW2 5NP,AwaitingInspection
Accent Catering Services Ltd,TW10 6ES,AwaitingInspection
Achieving for Children CIC,SW14 8SN,AwaitingInspection
Achieving for Children Community Interest Company,TW12 3YH,4
Adesso,TW10 6UA,5
AEGEAN PERSONAL CHEF AND CATERING SERVICES  LTD,,AwaitingInspection
Afro-fusion Barbecue,,AwaitingInspection
Al Boccon Di Vino,TW9 1RW,5
Alianti,TW9 1ND,5
AllPies,,AwaitingInspection
Alma Cafe,SW13 0DB,5
Alma Cafe,SW13 9SA,5
Ambi Bambi's,,AwaitingInspection
Amorino,TW9 1BP,5
Andy's Kitchen,,AwaitingInspection
Angels Event Experience Ltd,,AwaitingInspection
Annapurna Nepalese Restaurant,SW14 8QT,5
Annas Homemade Kitchen,,AwaitingInspection
Antipodea,TW9 1TW,0
Antipodea,TW9 3QB,4
Antipodea,TW1 4QG,1
Applestrudel Etc,,AwaitingInspection
Aquarius Sailing Club,TW12 2ES,5
Arte Chef,SW13 0DQ,4
Arthurs,TW2 5AB,5
Artisan,SW14 8LR,4
Asa Virani UK Ltd,,3
ASH PETERSON FOOD COMPANY LIMITED,,AwaitingInspection
Asiatique Restaurant,SW14 8QT,5
Aspens Services,SW14 8RG,5
Avalana,,AwaitingInspection
Avocado and Lemon,TW1 3RR,4
Awesome Thai Restaurant,SW13 0DQ,4
Bacco Restaurant,TW9 2NQ,5
BADE TURKISH RESTAURANT,TW11 8JB,5
Bagels Already,TW9 2NA,5
Bakes and Dreams,,AwaitingInspection
Ballaro,TW1 4BZ,4
Bami Viet,TW1 3LD,4
Bao Lab,,AwaitingInspection
Bar Estilo,TW11 8QY,5
Barn Elms Sports Trust,SW13 9SA,5
Barnes Home Guard Association,SW14 8LA,4
Barnes Sports Club Ltd,SW13 9QL,5
Bartlett Mitchell Ltd,TW9 2RF,4
Base Face Pizza,SW13 9LP,AwaitingInspection
Basilico,SW14 8AW,4
Batter Fry,SW14 8QT,5
Be at One,TW1 3LJ,5
Be At One,TW10 6UH,5
Bean Bar,TW9 1AD,5
Beirut Street Kitchen,TW9 1HU,5
Bell&Buon,TW10 7PL,AwaitingInspection
Bella & Vita Ltd,TW1 3SX,5
Bengal Brasserie,TW11 8UD,4
Bengal Village,TW9 1UF,3
Best Kebab Hampton Hill LTD,TW12 1JW,4
Biancakellaway.com,,AwaitingInspection
Big Fat Brownies,,AwaitingInspection
Big Mummas Brunch Box,TW12 3YJ,AwaitingInspection
Bills,TW10 6UQ,5
Biscuit Fantastic,,AwaitingInspection
Bistro Corner,SW14 8AB,5
Black Olive 1,TW12 1NL,5
Black Salt Sheen,SW14 7DE,3
Blue Yonder Bakery,,AwaitingInspection
Bone Daddies,TW9 1TW,5
Bones Espresso Ltd,TW1 3LJ,4
Bonjorno Cafe,TW12 1NL,5
Botanist On The Green,TW9 3AA,5
Boutique Bakery,,AwaitingInspection
Boutique Cafe,SW14 8AE,5
Bow&Bow,TW12 1HB,AwaitingInspection
Bowa Ritual,,AwaitingInspection
Brewery Market,TW1 3NR,Exempt
Bridge & Hill Livingstore,TW9 1TW,4
Bright Horizons Richmond Queen's Road Day Nursery and Pre Sc,TW10 6HY,5
brindisa kitchens limited,TW9 1EJ,5
Brouge,TW2 5NG,5
Brunch & Brew,TW9 1DL,AwaitingInspection
Bubble Tea Hut,TW1 3SX,5
Buccleuch Garden Cafe,TW10 6UY,5
Buenos Aires Restaurant Ltd,TW9 1EA,2
Bunacoffee Ltd,SW13 9BP,AwaitingInspection
Buongiorno,TW1 4BH,5
Bushy Park Grill / Rebel Burito / Papi Tacos / Mexican Fiest,TW12 1PD,1
Butter Beans,TW9 2ND,4
Buy Ndudu Ltd,,AwaitingInspection
C C Pizza,TW10 7NF,5
Cafe Arora,TW1 3BW,5
Cafe Bellisimmo,TW2 5NJ,4
Cafe Benedict,TW11 8EW,5
Cafe Deli Plenty,TW12 2AL,4
Cafe Loris,SW13 0JP,4
Cafe Macarong,TW9 3PZ,4
Cafe Masala,TW9 2PN,5
Cafe Milano,TW9 1AS,4
Cafe Mimmo,TW11 8QZ,5
Cafe Nano,TW9 1UF,5
Cafe Pagoda,TW9 4HJ,5
Cafe Pera,TW2 5AH,5
Cafe SiSi (Pools on the Park),TW9 2SB,5
Cafe Sunshine,TW1 3DX,4
Cafe Torelli,TW9 3QD,5
Cafe Venice,TW2 7LB,5
Cafe Verde,TW11 9JD,5
Cafe Zizou,TW1 3SH,4
Cafeu2 heathrow,,AwaitingInspection
Caffe Al Fresco,SW14 7PR,5
Caffe Caffe,TW11 8QY,5
Caffe Del Mare Dal Corsaro,TW1 3LP,3
Caffe Mamma Ristorante,TW9 2PQ,5
Caffe Nero,TW1 3SX,5
Caffe Nero,SW13 9LW,5
Caffe Nero,SW14 8AG,5
Caffe Nero,TW11 8QZ,5
Caffe Nero,TW9 1DZ,5
Caffe Paola,TW10 6UQ,2
Caffe Torelli il Piccolo,TW9 4HJ,5
Caffe Torelli Richmond,TW9 2PN,5
Cakes by Jennie Johnston,,AwaitingInspection
Cambridge Cottage,TW9 3AB,5
Cambridge Gardens Cafe,,5
Cambridge Park Bowling Club,TW1 2PG,5
Camile Thai,SW13 0PZ,5
Canapes and Pies,,AwaitingInspection
Candy Hackers,,AwaitingInspection
CandyCakes By Lucy,,AwaitingInspection
CARDABELLE,,AwaitingInspection
Carluccio's,TW9 2NQ,5
Caterlink,TW2 7SJ,AwaitingInspection
Caterlink at St Osmunds Primary School,SW13 9HQ,4
Ceramic Cafe,TW2 5AH,5
Ceramics Cafe Kew,TW9 3DT,5
Certitude,TW12 1RT,AwaitingInspection
CH&Co Catering at The Botanical,TW9 3AB,5
CH&Co Catering at The Orangery,TW9 3AB,4
CH&Co Catering at Victoria Gate Coff,TW9 3AB,5
CH&Co Catering at White Peaks,TW9 3AB,5
Chakra,SW13 0NY,5
Chalk,TW9 1HP,4
Chandelier Thai Dining,SW13 9DW,AwaitingInspection
Charcoal Turkish Restaurnt,TW2 7LL,4
Charm Thai Dining,TW11 8JD,5
Chatora Restaurant,TW9 2PQ,AwaitingInspection
Cheeky Chops Play Cafe,TW1 3LP,5
Chef Doran,,AwaitingInspection
Chef For You,TW10 7NR,4
Chef Vanessa,,AwaitingInspection
Chelcbakes,,AwaitingInspection
Ches' Cafe,TW1 3EH,5
Chez Ella,,AwaitingInspection
Chez Lindsay,TW10 6UQ,4
Chicago Grill,TW9 2ND,4
Chicken City,TW1 2DY,5
Chicken Cottage,TW11 8LX,4
Chicken Hub,TW9 2ND,AwaitingInspection
China Garden,TW11 8JD,5
China Pearl,TW9 2EW,5
Chinese Pancake,,AwaitingInspection
Chinos Cafe,TW12 2AX,AwaitingInspection
Chipotle Twickenham 4604,TW1 3SX,AwaitingInspection
Chipper,,AwaitingInspection
ChocoPops,TW11 0LR,AwaitingInspection
Chow Chow Oriental Restaurant,TW12 1JG,4
Christianos Ices,,AwaitingInspection
Church Road Restaurant and Bar,SW13 0DQ,5
CLAIRE COOK SURREY,,AwaitingInspection
Cloud 9 Cuisine,,AwaitingInspection
Club 2607 LTD,,AwaitingInspection
Coach House Cafe,TW1 2NL,5
Coffee 091,TW2 7AZ,5
Coffee That,TW10 6UA,5
Coffeeology,TW9 1DZ,5
Coin De Richmond,TW9 1RJ,1
Colicci,KT2 5JN,AwaitingInspection
Connect Catering Limited,KT8 9BS,4
Cooking4 Kids Ltd,,AwaitingInspection
Coppernose Cafe,KT8 9BN,AwaitingInspection
Cornicello Pizzeria,TW12 2LP,AwaitingInspection
Corto Italian Delicatessen,TW1 3NR,4
Costa,KT2 5PU,4
Costa Coffee,TW12 1NL,5
Costa Coffee,TW1 3RR,5
Costa Coffee,TW9 1DN,5
Costa Coffee,SW14 7NX,4
Costa Coffee,TW9 4AA,5
Costa Coffee,TW11 8QZ,5
Costa Coffee,TW12 1NY,4
Cote,TW9 1TW,5
Cote Restaurant (Royal Oak),TW11 8HU,5
Courtyard Cafe,,5
Crowthers,,AwaitingInspection
CTZN Brew,TW1 3JZ,4
Cucina at Orleans Park School,TW1 3BB,5
Cucopia,,AwaitingInspection
Curry Bae,TW9 3LU,5
Da Alfredo Ristorante,TW2 5AB,5
Dara Cafe Bistro,TW1 4BW,5
David Lloyd Hampton,TW2 5JD,5
Deer Park School,TW1 2EF,5
Dee'vourbakes,,AwaitingInspection
Delhi Wala,TW2 7LS,1
Dharma Speciality Coffee,TW9 1JY,5
Diba Restaurant,TW9 1RX,4
Dixterz Peri Peri,TW1 1BJ,3
Dolce Crema,SW13 0NY,5
Dolce Education Catering,TW9 2SS,AwaitingInspection
Dominos,TW2 7LS,5
Domino's Pizza,SW14 8AN,5
Domino's Pizza,TW11 8UE,5
Domino's Pizza,TW1 4BW,5
Double Deli LTD,TW1 4AW,1
Dough and Deer Limited,,5
Dragon Inn,TW9 1UR,5
Dream Cakes and Heavenley Bakes,,AwaitingInspection
Drift Drinks,,AwaitingInspection
E Winston's Bakery,,AwaitingInspection
E Wok,TW1 3EE,3
EatwithJoy,,AwaitingInspection
Eggfree Cake Box,TW2 7LN,5
Ela & Dhani,SW13 9HR,3
Eleana's Bistro,KT1 4DA,5
Elior UK at National Physical Labora,TW11 0LW,5
English Heritage Marble Hill,TW1 2NL,5
Esquires Coffee,TW1 3SG,3
Ethan's Eats & BBQ,,AwaitingInspection
Euro Cafe,SW14 8AB,4
EvaGreenDiva,,AwaitingInspection
Expert Bite,,AwaitingInspection
Explore Kiosk,,5
EXPORT 33 LTD,,AwaitingInspection
Express Coffee,TW1 1RD,5
Faanoo's Restaurant,SW14 7PU,5
Farmhouse Pizza Richmond,TW9 4LX,5
Fatti Mama,TW12 2AL,4
Finding The Frosting,,AwaitingInspection
Fireaway,SW14 8AW,5
FIREAWAY,TW2 7LD,5
Five Guys,TW9 1TN,5
Fiza Yusof,,AwaitingInspection
Flame and Slice,TW1 1BJ,AwaitingInspection
Flavourtown Bakery,TW9 1BP,5
Flour And Rise,,AwaitingInspection
Flying Cloud Cafe,,5
Folded Pizza,TW1 3SX,5
Forty Four,SW14 8LP,5
Four Leaf Coffee,TW1 2DY,4
Four Regions Restaurant,TW9 2PQ,4
Franco Manca,TW9 1RW,5
Frankie And Flo's Play Cafe,TW11 9HF,5
Freshfare,TW11 8RF,3
Friends House,TW12 1NT,5
Fung's Kitchen,TW2 7EX,4
G3 Cake Creation,,AwaitingInspection
Gagan And H 121,,AwaitingInspection
Gail's,SW13 9HH,5
Gail's Artisan Bakery,TW9 1AS,5
Gail's Bakery,TW1 3NR,5
Gail's East Sheen,SW14 7JE,5
GAIL'S Kew,TW9 3PT,5
Galata Meyhouse,TW2 5AH,5
Gandum Persian Restaurant and Bar,SW14 7PJ,5
Gaucho Grill,TW10 6UJ,5
Gelateria Danieli,TW9 1HH,4
German Doner Kebab,TW1 3LD,5
Giardino 14 Platform 1,SW14 8LL,5
Glass Door Night Shelter,SW13 0NH,5
Golden Carp,TW4 5NP,5
Golden Grill,TW2 7LB,5
Gosia's Cafe & Deli,TW11 8QY,5
Gourmet Hog Roast Company,,5
Graysons Venues,TW9 4DU,5
Great British Cafe,SW13 9BT,AwaitingInspection
Great Fish & Chips,KT2 5QX,4
Greek Cook and Grill,TW1 3SZ,5
Greek Unique,TW1 4BW,5
Green Bottle Cafe,TW1 3EJ,5
Green Fox Bakery,TW11 8DT,5
Green Sparrow Foods,,AwaitingInspection
Greenwood Nursery Twickenham,TW1 4HF,1
Grilandia Restaurant,SW14 7PJ,5
Grill off the Green,TW9 3BH,5
Grind & Steam,TW12 2HY,4
Grounded At The House Company Ltd,TW1 4ST,5
Hai Lua,TW2 7LA,3
HAKUJI,,AwaitingInspection
Halfway House,SW15 3SA,5
Ham Food Centre,KT2 5PU,5
Ham House Cafe,TW10 7RS,5
Hampton Ale House,TW12 3YH,4
Hampton and Richmond Football Club,TW12 2BX,5
Hampton Court Palace Golf Club,KT1 4AE,4
Hampton Hill Cricket Club,TW12 1PA,4
Hampton Hill Fish & Chips,TW12 1NH,3
Hampton Sailing Club (Hampton Sailin,TW12 2EW,5
Hampton Social Club,,5
Hampton Spice,TW12 2HY,5
Hampton Tandoori Restaurant,TW12 2HP,5
Hampton Wick Royal Cricket Club,TW11 0EA,4
Hampton Wick Tandoori,KT1 4DB,5
Hanana,TW9 2NQ,5
Handmade by Holly,,AwaitingInspection
Hare And Hounds,SW14 8AH,5
Harlequin FC,TW2 7SX,5
Harris + Hoole,SW14 7NX,5
Harris and Hoole,TW1 1RG,5
Harris and Hoole,TW1 3SN,5
Haweli,SW13 0NY,5
Hawthorn,TW9 3PZ,5
Healthy Persia,,AwaitingInspection
Heisenberg Breakfast Co.,TW9 2LN,5
Helix Restaurant (LGC LTD),TW11 0LR,5
