BusinessName,PostCode,RatingValue
081 pizzeria,SE15 4JR,5
081 pizzeria ltd,SE15 4ST,5
100% holy cafe,SE5 0EZ,3
148 chinese,SE22 8HB,4
1751 at hilton tower bridge,SE1 2DB,5
19 fifty seven restaurant,SE15 1JF,4
35 americas,SE15 5BY,4
3kobros,SE17 1GA,AwaitingInspection
7 floor,SE15 5EW,4
805 restaurant,SE15 1NX,5
92 degrees,,AwaitingInspection
A peace of cake,SE22 9ET,3
A1 chicken bite ltd,SE5 0UB,AwaitingInspection
Abokado blackfriars,SE1 8NW,5
Absolute taste,SE1 9SG,5
Accent catering ltd,SE16 7JD,5
Acsion ltd trading as pomegranate cafe,SE5 8BB,5
Action house cafe,SE15 1LE,4
Adam's cafe,SE22 8EQ,4
Addis kitchen,SE1 5UB,5
Afrikiko restaurant and night club,SE15 1NX,4
After taste chinese restaurant,SE1 6SF,5
Agrobeso,SE15 5SL,5
Aguila restaurant,SE1 6SP,5
Aileen bites,,AwaitingInspection
Akwaaba kitchen,SE5 0RW,5
Al gusto,,3
Al masar restaurant,SE1 1JX,5
Albany stores ltd t/a h & g cuisine,SE17 2AX,5
Albion fish bar,SE16 7JQ,4
Alexis,SE5 7EJ,AwaitingInspection
Alhaji suya,SE15 6TR,5
Alhaji suya,SE17 2TF,5
Ali baba fried chicken ltd,SE15 6TW,4
All bar one,SE1 2YG,5
All that falafel,SE1 9SE,5
All that falafel and coffee,SE1 2SX,5
All things cakes ltd,SE22 8JY,4
Alleyns head,SE21 8BW,5
Alma's restaurant pizzeria,SE1 1XU,5
Al's cafe,SE1 3TX,4
Alyan cofee(t/a sky shopping cafe),SE15 4ST,3
Amazing grace,SE1 9RY,5
Amber j restaurant ltd t/a costa azul,SE1 6PG,1
Amigos restaurant,SE17 2QW,3
Amora gusto,SE1 8DD,4
Amore cafe,SE17 1RW,5
Amorino,SE1 9PA,AwaitingInspection
Amt coffee,SE1 9RT,5
Amt coffee ltd,SE1 9RT,5
Anchor tap,SE1 2LN,5
Ancient foresters,SE16 2HB,5
Andanza,SE1 3QJ,5
Angelitos sweet,SE16 3UQ,4
Angels bakery,SE15 4TL,4
Angels cuisine ltd,SE16 3UQ,3
Anm pizza,SE1 5TY,4
Annie's thai kitchen,SE16 7QW,5
Aoki,SE15 1NT,5
Apple tree,SE24 9AA,5
Apple tree children's cafe,SE22 9QH,3
Applebee's fish,SE1 9AA,5
Applegreen camberwell greggs,SE5 0EG,4
Aqua shard,SE1 9SY,5
Aquarius golf club (licensed bar),SE22 0RY,5
Arabica,SE1 9AF,5
Arapina dulwich,SE22 8HJ,3
Ark globe academy,SE1 6AG,5
Arm's cafe,SE1 5JX,5
Arnabeet,SE1 6DR,3
Aroma de cafe,SE1 6SF,5
Artemis trading as art cafe,SE1 6JX,4
Arthur hooper's,SE1 9AA,5
Artusi,SE15 4DH,4
Asia villa,SE1 1JJ,5
Aspens-services ltd,,5
Astar fish bar,SE15 3HL,3
Asylum tavern,SE15 2RL,3
Au ciel,SE21 7DE,4
Auberge,SE1 5LU,4
Audiopartnershipplc,SE1 4BG,5
Audrey's,SE1 0AB,5
Baba g's,SE1 3QU,5
Baba's coffee,SE17 1EL,AwaitingInspection
Babzen kitchen,SE16 2LS,5
Baccala,SE1 3TQ,5
Bad moon cafe,SE1 4GZ,4
Badiani,SE1 6DR,5
Bagel king,SE17 2TE,5
Bahar kebab,SE15 2ND,4
Baker shubin limited,,AwaitingInspection
Balabaya,SE1 0UR,5
Bando belly,SE15 4ST,4
Bang bang burger,SE16 3UQ,5
Bang bang burger,SE22 0RS,5
Banh mi bay,SE16 7LL,5
Banh mi nen,SE1 3PA,4
Bankside hotel,SE1 9JU,5
Bankside kitchen,SE1 0SU,5
Bankside sandwich shop,SE1 0SW,5
Banzai kitchen,SE16 6NA,AwaitingInspection
Banzout- lola's kitchen ltd,SE15 6DB,4
Baoziinn restaurant,SE1 1TU,5
Bar 31,SE1 9RY,5
Bar by the river,SE1 2DB,5
Bar douro,SE1 1TD,5
Bar tozino,SE1 3PA,5
Barista & baker,SE1 6LF,5
Barn cafe,SE16 5ET,5
Barrow boy & banker,SE1 9QQ,5
Bartlett mitchell,SE1 0SU,5
Bartons,SE1 2BS,5
Basil leaf pizzeria,SE16 3JU,5
Basilico ltd,SE1 4TW,5
Batera by mimo,SE1 9AG,5
Baxterstorey,SE5 8UF,5
Baxterstorey limited,SE5  8LU,5
Baxterstorey ltd,SE1 2RT,5
Baxterstorey ltd - howard kennedy,SE1 9RA,4
Bay root,SE5 0EN,5
Baz & fred,SE1 1TD,4
Be active social enterprise cic,SE5 7LA,5
Bee gees,SE17 2SX,5
Beer hawk,SE1 9GE,5
Belair house,SE21 7AB,5
Bella de pito ltd,SE1 6SP,3
Bells gardens community centre,SE15 6UJ,5
Bell's meditteranean kitchen ltd,SE1 3EU,5
Bellucci,SE16 2LS,4
Belushis & st christophers village,SE1 1HR,5
Benugo ltd,SE1 2RT,5
Benugo ubm,SE1 8NW,5
Berenjak borough,SE1 9AL,5
Bermondsey bierkeller,SE1 2SY,5
Bermondsey blend,SE16 3UQ,3
